SBD,ma_nganh,to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,ma_nhom
56009033,7340301,D01,6.4,,6.6,8.0,,,,,,,2
42010364,7340115,D01,7.4,,7.8,8.5,,,,,,,1
56004492,7340115,D01,5.8,,7.0,9.25,,,,,,,1
46002681,7480201,A00,,,,7.25,,,,8.75,8.4,,0
45001636,7340115,D01,7.8,,7.4,7.5,,,,,,,1
50007160,7540105,A00,,,,7.2,,,,6.5,6.5,,7
2050660,7510202,D01,4.2,,6.2,6.5,,,,,,,5
2034730,7220201,D09,,,7.2,8.0,,,8.4,,,,8
2044717,7810202,D01,7.0,,8.4,7.2,,,,,,,4
2047409,7819009,A00,,,,7.75,,,,6.5,6.6,,4
50010554,7480201,A00,,,,7.6,,,,7.5,8.75,,0
2076038,7340120,D01,7.8,,7.2,7.75,,,,,,,1
2044149,7340115,A00,,,,7.0,,,,7.75,7.8,,1
53006379,7340120,A00,,,,7.0,,,,8.25,8.0,,1
51017728,7420201,B00,,,,7.25,,,,,6.5,7.8,7
43006945,7810201,D01,6.0,,7.4,7.5,,,,,,,4
2004347,7520115,A00,,,,8.25,,,,7.0,7.8,,6
2061731,7340123,A00,,,,7.5,,,,6.25,6.6,,3
2034397,7480201,A01,,,6.8,7.0,,,,8.0,,,0
2045859,7340205,A00,,,,6.5,,,,6.5,7.8,,2
47000563,7340201,D01,7.5,,7.8,7.8,,,,,,,2
2023508,7420201,B00,,,,7.2,,,,,7.0,6.0,7
42012362,7540204,D01,5.2,,7.4,7.0,,,,,,,6
2058969,7340101,D01,7.0,,7.8,6.75,,,,,,,1
48029152,7480201,A00,,,,8.2,,,,7.75,7.5,,0
3004064,7380107,A00,,,,8.2,,,,7.0,6.75,,8
2017075,7340201,D01,7.0,,7.6,7.0,,,,,,,2
51002172,7819010,A00,,,,7.25,,,,6.5,7.6,,4
56005964,7380107,A00,,,,7.6,,,,7.0,7.0,,8
53008299,7340129,D01,4.6,,7.4,8.75,,,,,,,7
2052652,7220201,D09,,,6.2,8.0,,,7.8,,,,8
40016993,7510203,D01,5.2,,7.8,7.0,,,,,,,5
41009256,7340201,A00,,,,7.25,,,,8.75,7.6,,2
42013971,7340301,D01,4.8,,7.8,7.5,,,,,,,2
47000959,7220204,D09,,,8.0,8.75,,,7.6,,,,8
2036912,7510202,A00,,,,5.75,,,,7.0,7.0,,5
2080342,7340120,D01,8.6,,8.0,7.0,,,,,,,1
42009340,7810201,D01,5.2,,7.0,8.25,,,,,,,4
39004601,7380107,A00,,,,8.2,,,,6.0,7.5,,8
63006401,7340115,D01,7.75,,8.6,8.6,,,,,,,1
37005478,7340120,A01,,,8.0,7.8,,,,7.25,,,1
53011062,7220204,D01,8.75,,7.2,8.2,,,,,,,8
2053371,7510401,B00,,,,7.5,,,,,7.75,7.2,6
42005297,7480201,A00,,,,7.5,,,,8.25,8.6,,0
47011962,7340115,A00,,,,8.0,,,,8.0,7.6,,1
2086682,7380107,D01,7.5,,8.0,7.4,,,,,,,8
39010034,7220204,D01,6.25,,9.0,7.6,,,,,,,8
2066499,7510203,A00,,,,7.2,,,,7.75,6.25,,5
49008931,7340201,D01,8.4,,9.0,8.5,,,,,,,2
48027860,7340120,A00,,,,7.75,,,,8.25,8.0,,1
41001669,7510303,D07,,,7.8,7.5,,,,,7.6,,5
35012511,7480201,A00,,,,8.0,,,,7.0,7.5,,0
2019089,7850101,B00,,,,6.4,,,,,8.5,6.75,7
53003252,7510303,D01,6.0,,5.0,8.0,,,,,,,5
44012930,7480201,A00,,,,6.5,,,,7.5,8.2,,0
2053433,7340115,A01,,,8.2,6.5,,,,8.6,,,1
42000904,7480201,A00,,,,7.25,,,,6.0,7.8,,0
46000210,7380107,D01,8.25,,6.4,7.6,,,,,,,8
37013500,7340201,D01,6.5,,8.6,7.6,,,,,,,2
56001344,7810202,D01,7.5,,8.8,7.4,,,,,,,4
57010416,7420201,A01,,,4.8,5.8,,,,5.5,,,7
52003333,7510202,D01,7.0,,6.2,7.0,,,,,,,5
37006628,7510303,A00,,,,7.0,,,,7.25,6.8,,5
2063337,7340301,D01,7.0,,7.2,7.5,,,,,,,2
2063573,7340301,A00,,,,7.0,,,,7.75,6.6,,2
40014853,7340201,D01,7.75,,7.0,7.4,,,,,,,2
50000508,7340301,A00,,,,8.25,,,,8.0,7.2,,2
38006495,7480201,D01,8.0,,5.6,8.6,,,,,,,0
2079666,7340101,A00,,,,7.5,,,,6.5,7.2,,1
2065611,7340123,D01,7.75,,7.4,5.4,,,,,,,3
2080590,7420201,B00,,,,7.8,,,,,6.5,7.0,7
43010171,7380107,D15,7.75,5.6,7.25,,,,,,,,8
2045180,7220201,A01,,,7.8,6.5,,,,6.8,,,8
40014623,7510303,A00,,,,5.25,,,,7.25,7.2,,5
2076907,7340120,A00,,,,8.0,,,,8.0,7.6,,1
45001852,7340301,D01,7.0,,7.6,7.6,,,,,,,2
43009950,7480201,A01,,,9.0,7.2,,,,7.25,,,0
35005121,7480201,D01,6.25,,8.6,8.0,,,,,,,0
39008086,7340115,D01,9.0,,7.0,8.0,,,,,,,1
35010384,7340101,D01,6.0,,7.6,9.25,,,,,,,1
2074639,7540204,D01,5.75,,5.8,6.0,,,,,,,6
49012455,7340301,A00,,,,6.0,,,,6.75,7.8,,2
49005935,7510301,D01,3.8,,7.4,5.67,,,,,,,5
2065401,7810202,D01,7.6,,7.8,6.75,,,,,,,4
37006376,7380107,D15,7.0,7.6,8.0,,,,,,,,8
31007991,7480202,A00,,,,6.0,,,,5.5,7.8,,0
41000594,7810201,A00,,,,6.75,,,,8.25,8.2,,4
48016524,7540101,B00,,,,7.25,,,,,7.0,8.2,7
2075273,7510303,A00,,,,6.5,,,,6.25,6.0,,5
37012034,7340115,A00,,,,8.0,,,,7.75,7.4,,1
54009049,7510303,D01,7.5,,6.6,6.8,,,,,,,5
46004874,7510301,A00,,,,7.8,,,,3.75,5.25,,5
2002984,7540101,D07,,,7.4,7.25,,,,,6.8,,7
2063130,7540106,D07,,,7.4,7.75,,,,,6.8,,7
52003625,7220204,D01,7.2,,6.4,7.25,,,,,,,8
2002690,7340115,A01,,,9.0,7.25,,,,8.4,,,1
2079082,7810201,D15,7.0,6.6,5.25,,,,,,,,4
2081336,7540101,A00,,,,7.5,,,,8.0,8.2,,7
54006652,7340101,D01,6.6,,7.2,7.75,,,,,,,1
46008365,7420201,A00,,,,5.4,,,,6.75,5.5,,7
46005486,7510303,D01,7.25,,5.0,5.0,,,,,,,5
46003397,7540106,B00,,,,7.2,,,,,8.0,7.0,7
51000004,7340115,D01,8.8,,7.6,9.0,,,,,,,1
2033871,7819010,A01,,,8.2,7.0,,,,8.0,,,4
2054087,7340129,D01,8.4,,6.4,7.25,,,,,,,7
2046622,7510301,D01,8.4,,7.6,5.83,,,,,,,5
35007439,7340129,D01,7.25,,6.8,7.2,,,,,,,7
48020853,7480202,D01,7.5,,4.6,6.2,,,,,,,0
2001458,7819009,B00,,,,5.75,,,,,7.0,6.6,4
41002488,7220201,D01,8.0,,8.2,8.5,,,,,,,8
35003147,7819010,A00,,,,7.0,,,,6.5,6.4,,4
2067080,7340101,D01,5.8,,7.4,8.25,,,,,,,1
56006470,7510301,D01,6.0,,5.4,7.0,,,,,,,5
44013090,7810201,D01,7.5,,7.4,7.2,,,,,,,4
38001173,7480202,A01,,,7.2,7.75,,,,4.2,,,0
2071322,7220201,D01,8.6,,8.0,6.25,,,,,,,8
48021461,7220204,A01,,,8.2,8.4,,,,7.75,,,8
63002962,7420201,B00,,,,7.0,,,,,6.0,6.2,7
49002985,7810202,A01,,,8.6,7.0,,,,7.6,,,4
2052026,7340301,A01,,,7.8,6.75,,,,8.0,,,2
2003054,7340115,A01,,,8.4,6.75,,,,9.0,,,1
49004534,7420201,A00,,,,7.0,,,,5.5,7.5,,7
47001483,7480201,A00,,,,8.2,,,,6.5,7.5,,0
2064175,7540105,A00,,,,8.0,,,,7.0,5.75,,7
46001628,7520115,D07,,,7.8,5.75,,,,,6.4,,6
52002176,7380107,D15,7.5,5.2,7.5,,,,,,,,8
46009137,7520115,A00,,,,5.25,,,,6.5,5.4,,6
2070823,7340301,D01,7.5,,8.6,7.2,,,,,,,2
29002144,7510303,A01,,,8.0,7.5,,,,5.4,,,5
42009320,7480201,D01,7.0,,8.8,6.6,,,,,,,0
48001188,7510303,D07,,,7.0,7.8,,,,,7.25,,5
41001971,7380107,D15,7.25,5.0,8.0,,,,,,,,8
2067637,7850101,A00,,,,6.0,,,,6.0,6.0,,7
49001145,7220201,D01,7.42,,8.2,7.8,,,,,,,8
39003464,7810103,D01,5.6,,7.4,7.0,,,,,,,4
2049058,7340301,A00,,,,7.5,,,,5.75,8.0,,2
48029821,7819010,B00,,,,6.75,,,,,6.25,7.4,4
49010406,7380107,A00,,,,8.25,,,,6.75,7.6,,8
54012213,7510301,A01,,,7.8,6.75,,,,6.4,,,5
29008997,7510202,D01,6.0,,6.0,7.4,,,,,,,5
2045625,7510303,A00,,,,6.75,,,,6.75,7.6,,5
63001654,7480201,A00,,,,7.0,,,,8.75,7.6,,0
2007835,7340129,D01,7.0,,5.8,7.25,,,,,,,7
40003717,7810103,A01,,,7.4,7.8,,,,7.0,,,4
2086406,7540106,A00,,,,6.8,,,,6.0,5.5,,7
2039840,7480202,D01,7.6,,7.4,5.75,,,,,,,0
2015015,7340120,D01,7.4,,7.0,7.25,,,,,,,1
49012198,7340201,D01,6.2,,6.8,7.25,,,,,,,2
51013247,7810201,D01,7.0,,8.0,7.0,,,,,,,4
2071029,7540105,D07,,,7.0,5.75,,,,,7.4,,7
2019785,7420201,D07,,,8.2,6.2,,,,,5.75,,7
43002357,7480201,A00,,,,7.75,,,,8.5,7.4,,0
2018719,7480201,A00,,,,6.5,,,,8.25,7.0,,0
2032441,7340205,A00,,,,5.5,,,,5.75,7.0,,2
37005707,7340129,A00,,,,5.25,,,,6.25,7.6,,7
49003026,7510202,A00,,,,8.0,,,,5.75,7.5,,5
39009886,7340301,D01,8.0,,6.4,7.0,,,,,,,2
2068437,7340201,A00,,,,6.0,,,,8.0,8.0,,2
35000126,7340101,A00,,,,7.75,,,,7.0,7.6,,1
2074387,7810201,D01,6.4,,5.8,7.25,,,,,,,4
40007011,7220204,D01,7.0,,8.2,8.75,,,,,,,8
2017833,7480201,A00,,,,7.25,,,,7.75,8.0,,0
2061951,7380107,D01,6.8,,7.0,7.5,,,,,,,8
49011507,7480202,A00,,,,7.0,,,,7.75,8.2,,0
47010968,7480202,D01,6.75,,5.6,8.0,,,,,,,0
49009077,7510303,A00,,,,6.8,,,,6.5,5.75,,5
2031276,7510303,D01,4.4,,6.8,6.5,,,,,,,5
48005816,7480202,A00,,,,7.5,,,,7.25,7.4,,0
56001025,7510301,A00,,,,6.4,,,,6.5,7.25,,5
2066050,7340301,D01,7.25,,8.6,7.6,,,,,,,2
51008215,7420201,B00,,,,8.5,,,,,8.0,7.6,7
48005037,7510203,A00,,,,8.0,,,,8.25,7.8,,5
2021967,7540101,D07,,,8.6,8.2,,,,,7.75,,7
2034834,7480201,D01,7.4,,7.6,5.75,,,,,,,0
52006823,7810201,D01,7.0,,8.0,7.4,,,,,,,4
2082924,7380107,A01,,,7.4,7.5,,,,8.0,,,8
48003987,7340101,A01,,,8.4,8.2,,,,7.0,,,1
2017993,7510303,A00,,,,6.5,,,,6.25,6.6,,5
2068565,7340201,A01,,,9.0,7.8,,,,7.25,,,2
2081972,7480201,A01,,,7.4,8.5,,,,8.4,,,0
2028888,7340201,A01,,,9.2,8.4,,,,6.75,,,2
2015519,7340120,A00,,,,7.5,,,,8.0,8.2,,1
2081658,7220201,A01,,,8.8,7.75,,,,8.8,,,8
2036325,7540101,B00,,,,7.8,,,,,8.25,7.75,7
2059901,7510303,D01,6.2,,7.2,6.0,,,,,,,5
48005439,7810202,D01,6.2,,6.0,8.0,,,,,,,4
53012868,7340120,D01,8.0,,7.4,7.8,,,,,,,1
59001050,7810103,D01,6.0,,5.0,8.75,,,,,,,4
2079865,7540101,D07,,,8.2,7.0,,,,,7.6,,7
54006062,7819009,A01,,,6.0,5.25,,,,5.0,,,4
57000555,7480201,A01,,,8.0,7.5,,,,8.4,,,0
2056096,7340301,D01,9.0,,6.8,7.5,,,,,,,2
40011692,7340101,A01,,,7.4,7.0,,,,6.4,,,1
2079786,7480201,D01,8.6,,5.6,7.5,,,,,,,0
37007359,7220201,A01,,,8.2,7.5,,,,7.6,,,8
2060490,7510303,A01,,,8.6,7.6,,,,7.25,,,5
38013908,7380107,D01,7.25,,8.2,7.2,,,,,,,8
54008588,7810103,D01,6.2,,6.2,9.25,,,,,,,4
53015019,7340301,A00,,,,7.25,,,,8.0,8.0,,2
2034768,7520115,D01,5.6,,6.6,6.25,,,,,,,6
2045266,7340120,A00,,,,7.75,,,,7.25,8.2,,1
2063110,7340101,A00,,,,7.0,,,,7.75,8.0,,1
48027002,7340301,D01,7.2,,7.0,8.0,,,,,,,2
61003121,7810103,A00,,,,7.0,,,,7.75,7.0,,4
48018410,7220204,D01,6.2,,6.6,7.75,,,,,,,8
56000486,7340205,D01,6.2,,7.4,7.5,,,,,,,2
52002779,7480201,D01,7.5,,8.6,7.2,,,,,,,0
44008819,7340115,D01,8.8,,7.2,7.75,,,,,,,1
28004543,7340301,A00,,,,8.25,,,,6.25,7.0,,2
2046422,7480201,A00,,,,8.4,,,,7.25,8.0,,0
37009250,7480201,A01,,,7.4,7.0,,,,6.8,,,0
2039770,7480201,A00,,,,8.2,,,,6.5,8.25,,0
49010440,7510203,A00,,,,7.5,,,,7.75,7.6,,5
2046596,7340129,D01,6.75,,6.4,7.0,,,,,,,7
2057254,7540106,D07,,,6.8,7.5,,,,,7.2,,7
2062349,7510203,A00,,,,6.8,,,,5.75,5.5,,5
2068340,7380107,A00,,,,6.25,,,,8.5,7.8,,8
52006911,7510202,D01,4.4,,8.0,5.75,,,,,,,5
54007788,7510203,A01,,,6.4,6.0,,,,4.25,,,5
2012952,7510303,A00,,,,6.2,,,,6.0,5.0,,5
40012113,7810103,A00,,,,6.5,,,,7.75,7.8,,4
46009370,7540106,A00,,,,7.25,,,,7.25,7.4,,7
2022102,7220201,A01,,,6.6,6.75,,,,8.8,,,8
41001884,7480201,D01,8.4,,7.8,6.25,,,,,,,0
29035501,7540101,A00,,,,7.75,,,,8.0,8.4,,7
35006598,7810202,D15,7.0,6.2,8.5,,,,,,,,4
48009767,7340120,D01,7.0,,8.4,8.2,,,,,,,1
52013009,7340101,A00,,,,8.2,,,,7.25,7.75,,1
49002803,7510301,A01,,,7.6,6.0,,,,8.2,,,5
2076795,7220201,D09,,,6.8,8.5,,,7.6,,,,8
37006974,7510202,D01,6.0,,6.2,4.6,,,,,,,5
40011848,7480201,A00,,,,7.0,,,,6.75,7.4,,0
2043651,7340201,D01,6.4,,7.2,7.5,,,,,,,2
2075041,7810201,A01,,,9.4,8.0,,,,5.75,,,4
48019603,7340115,D01,7.6,,8.2,8.75,,,,,,,1
51010135,7480201,D01,5.2,,7.8,7.5,,,,,,,0
37011911,7340301,A00,,,,7.25,,,,6.25,7.2,,2
53014470,7480201,D01,7.5,,7.4,7.6,,,,,,,0
53006750,7340120,A00,,,,7.25,,,,7.0,7.2,,1
53003853,7340115,D01,7.25,,9.0,8.0,,,,,,,1
48023377,7810202,D15,6.75,4.2,8.0,,,,,,,,4
49002475,7340201,D01,7.6,,7.0,7.0,,,,,,,2
61000030,7340120,D01,8.2,,7.4,8.0,,,,,,,1
52009842,7510203,A00,,,,8.8,,,,6.5,7.75,,5
42014244,7480201,D01,5.0,,7.2,8.5,,,,,,,0
44008001,7340115,D01,7.8,,7.0,7.75,,,,,,,1
2064975,7340120,A01,,,8.0,8.0,,,,8.25,,,1
35002650,7540106,A00,,,,6.5,,,,7.75,7.2,,7
37016046,7810103,A00,,,,6.0,,,,6.25,6.6,,4
49012906,7480201,A00,,,,7.0,,,,7.0,7.6,,0
29023182,7510202,D01,8.5,,3.0,5.2,,,,,,,5
2075744,7340101,D01,7.0,,9.0,8.0,,,,,,,1
2087222,7340201,A00,,,,8.2,,,,8.0,8.0,,2
2083308,7340101,A01,,,7.6,7.25,,,,7.2,,,1
2029086,7819010,D07,,,6.6,6.5,,,,,4.4,,4
2001316,7380107,A01,,,8.6,7.2,,,,7.5,,,8
37004314,7380107,A00,,,,7.5,,,,7.5,7.4,,8
39009399,7340115,A00,,,,7.5,,,,8.5,7.8,,1
2079126,7480201,A01,,,9.0,7.6,,,,6.5,,,0
41008327,7340120,D01,6.6,,7.8,7.75,,,,,,,1
2072814,7380107,D01,6.2,,6.4,7.5,,,,,,,8
43003881,7340101,D01,6.4,,8.4,8.5,,,,,,,1
52004964,7510303,A01,,,7.8,6.4,,,,3.5,,,5
40014984,7510303,A00,,,,7.75,,,,6.5,7.0,,5
2037027,7340101,D01,6.75,,9.0,8.4,,,,,,,1
54010127,7810201,D01,8.0,,7.8,6.0,,,,,,,4
2030581,7480201,A00,,,,7.0,,,,6.75,7.2,,0
40004058,7540101,A00,,,,7.25,,,,6.0,7.8,,7
47000908,7340120,A01,,,8.6,8.0,,,,7.25,,,1
39005596,7510303,A01,,,7.6,6.75,,,,3.6,,,5
44011988,7340101,A00,,,,7.5,,,,7.25,8.0,,1
2063896,7480201,A00,,,,7.5,,,,6.25,7.4,,0
35000236,7510303,A00,,,,6.6,,,,5.25,5.75,,5
2081368,7220204,D01,8.25,,7.4,7.8,,,,,,,8
55008223,7340120,A00,,,,7.25,,,,7.5,8.2,,1
2014769,7510203,D07,,,7.2,7.75,,,,,6.6,,5
2035255,7850101,A00,,,,7.6,,,,5.25,8.25,,7
42001273,7340115,D01,8.4,,7.4,7.75,,,,,,,1
40013570,7540106,B00,,,,6.5,,,,,6.5,7.2,7
37005649,7340301,A00,,,,7.6,,,,7.0,8.0,,2
47004031,7220201,D01,8.0,,6.4,7.25,,,,,,,8
53008929,7420201,B00,,,,7.0,,,,,5.5,5.0,7
35008895,7510303,A00,,,,6.5,,,,7.75,7.8,,5
50005850,7510401,B00,,,,7.5,,,,,7.5,7.8,6
47006317,7540105,A00,,,,8.2,,,,6.25,5.75,,7
47008982,7380107,D01,6.2,,5.8,7.25,,,,,,,8
2079743,7540106,A00,,,,6.6,,,,5.0,6.75,,7
46006447,7540101,A00,,,,8.6,,,,7.75,8.25,,7
2043163,7510203,D07,,,7.4,7.0,,,,,5.6,,5
46005244,7540101,D07,,,9.0,8.2,,,,,8.0,,7
63006666,7380107,A00,,,,7.6,,,,6.5,8.0,,8
35002036,7810103,D01,8.25,,7.6,7.4,,,,,,,4
47007073,7480201,D01,8.0,,8.0,7.8,,,,,,,0
40005998,7510203,A00,,,,6.5,,,,7.5,7.0,,5
48020804,7340101,D01,7.2,,6.8,7.75,,,,,,,1
40017863,7340115,D01,8.2,,8.2,7.67,,,,,,,1
48011658,7480202,D01,7.8,,8.2,7.0,,,,,,,0
29022424,7420201,B00,,,,7.0,,,,,5.25,6.25,7
45004561,7340120,D01,6.4,,8.4,8.25,,,,,,,1
39008171,7340129,A00,,,,8.2,,,,7.0,7.0,,7
2048720,7340101,D01,7.75,,8.4,7.6,,,,,,,1
51011349,7340115,D01,7.0,,7.4,9.25,,,,,,,1
53004987,7340301,A00,,,,7.75,,,,8.5,8.0,,2
53001812,7340201,A00,,,,6.5,,,,8.5,8.2,,2
2035422,7510303,A01,,,7.6,6.75,,,,7.6,,,5
47011955,7819010,B00,,,,4.75,,,,,6.0,6.0,4
48005420,7480201,D01,7.5,,6.8,8.0,,,,,,,0
47003647,7340101,A00,,,,7.25,,,,8.25,7.6,,1
2036816,7480201,A00,,,,7.25,,,,8.25,8.2,,0
61009193,7220201,D01,8.4,,5.8,6.75,,,,,,,8
2040769,7420201,A00,,,,6.75,,,,6.75,7.6,,7
2046533,7520115,D01,5.2,,7.0,6.0,,,,,,,6
49015728,7540106,B00,,,,6.4,,,,,6.75,6.25,7
44006823,7340120,D01,6.8,,8.0,8.25,,,,,,,1
2048984,7510203,D01,6.5,,5.2,6.6,,,,,,,5
49011236,7340101,A01,,,6.6,8.0,,,,7.2,,,1
35009169,7340101,A00,,,,7.25,,,,7.5,7.8,,1
35002201,7480201,A00,,,,9.0,,,,8.25,7.25,,0
46000424,7480201,D01,7.75,,6.6,8.2,,,,,,,0
37007313,7510303,D01,5.5,,5.4,7.2,,,,,,,5
2064740,7510202,A01,,,7.0,6.25,,,,4.4,,,5
34012652,7340101,A00,,,,7.25,,,,7.5,9.0,,1
44013417,7380107,D01,4.8,,7.0,7.25,,,,,,,8
48009641,7340201,A00,,,,7.75,,,,6.5,7.2,,2
40019824,7340115,A00,,,,8.5,,,,8.0,8.4,,1
35009852,7340129,D01,6.2,,7.2,8.75,,,,,,,7
46002561,7510301,A00,,,,7.8,,,,5.75,6.0,,5
41005350,7480201,A00,,,,8.5,,,,7.75,7.2,,0
51013313,7340115,A00,,,,8.5,,,,7.25,8.0,,1
35007708,7520115,A00,,,,6.0,,,,6.5,6.6,,6
48014277,7340201,A00,,,,9.0,,,,8.25,8.0,,2
37000985,7340115,A00,,,,7.75,,,,8.25,8.0,,1
46004736,7510303,A00,,,,8.0,,,,6.5,6.0,,5
49012781,7420201,B00,,,,8.0,,,,,8.0,7.5,7
2016439,7340201,A01,,,6.6,8.4,,,,8.0,,,2
54002881,7220201,A01,,,8.2,7.0,,,,8.6,,,8
2046289,7510202,D01,6.08,,7.4,6.2,,,,,,,5
2006399,7340301,A00,,,,7.5,,,,8.0,8.2,,2
42011312,7540101,A00,,,,7.5,,,,9.0,8.0,,7
2043043,7510303,D07,,,6.6,6.75,,,,,4.2,,5
61000471,7220204,D01,8.0,,7.4,7.5,,,,,,,8
63002197,7510301,A00,,,,6.5,,,,6.75,8.0,,5
52002832,7480202,A00,,,,6.75,,,,8.25,8.0,,0
42010794,7520115,A01,,,4.6,6.75,,,,6.2,,,6
2065633,7510203,A00,,,,6.75,,,,7.0,8.0,,5
2035500,7340205,A00,,,,6.5,,,,8.0,5.6,,2
46000836,7520115,D01,5.2,,7.2,6.25,,,,,,,6
51003083,7380107,D15,7.0,7.0,8.75,,,,,,,,8
40018599,7510202,A00,,,,6.75,,,,5.5,6.4,,5
45003739,7510301,A00,,,,6.4,,,,6.0,4.75,,5
44002712,7480202,A00,,,,6.25,,,,7.25,7.6,,0
47004829,7340120,A00,,,,6.25,,,,7.5,7.4,,1
2071412,7340123,D01,6.2,,7.4,7.0,,,,,,,3
2013063,7480201,D07,,,8.4,7.25,,,,,7.6,,0
2023678,7520115,A00,,,,5.75,,,,6.5,5.4,,6
29020282,7220201,D01,8.75,,8.8,7.2,,,,,,,8
2053615,7420201,B00,,,,7.75,,,,,7.75,8.0,7
48020702,7340201,D01,7.75,,8.6,7.2,,,,,,,2
50008413,7340129,A00,,,,6.0,,,,7.5,6.6,,7
63006291,7510303,A00,,,,8.4,,,,7.75,7.25,,5
2081082,7340115,D01,8.0,,7.6,8.0,,,,,,,1
44003356,7340122,D01,7.8,,7.0,8.0,,,,,,,1
46006141,7480201,A01,,,8.6,7.25,,,,7.8,,,0
56001916,7480201,A00,,,,6.5,,,,7.25,8.4,,0
46009099,7220201,D01,9.0,,8.8,7.4,,,,,,,8
2039577,7340123,D01,6.2,,5.4,7.0,,,,,,,3
48012067,7540204,D01,5.0,,4.4,7.0,,,,,,,6
40008744,7819009,B00,,,,6.0,,,,,6.5,7.2,4
2001884,7340201,D01,7.25,,7.4,8.2,,,,,,,2
37001689,7220201,D01,7.0,,8.8,8.0,,,,,,,8
37001642,7340122,A01,,,7.6,7.5,,,,7.2,,,1
49002667,7810202,D01,7.5,,6.6,8.2,,,,,,,4
46009818,7540101,B00,,,,7.0,,,,,7.0,8.2,7
41002713,7340101,D01,6.6,,8.2,7.5,,,,,,,1
2046558,7420201,A01,,,8.0,6.75,,,,7.2,,,7
49004917,7340120,A00,,,,7.5,,,,8.0,7.6,,1
38010819,7480201,A00,,,,7.5,,,,7.5,8.0,,0
2088996,7510303,A00,,,,6.6,,,,5.75,5.5,,5
2031235,7480201,D07,,,9.0,8.6,,,,,7.5,,0
2067288,7480201,A00,,,,7.0,,,,8.5,8.6,,0
37006511,7510303,A00,,,,6.5,,,,5.75,7.2,,5
2083446,7510406,D07,,,7.8,5.0,,,,,7.0,,7
46007956,7340129,D01,7.25,,6.2,6.8,,,,,,,7
60002293,7480201,A01,,,8.0,7.5,,,,6.4,,,0
41010585,7340115,A01,,,7.6,6.25,,,,8.6,,,1
33005399,7810201,A00,,,,7.8,,,,7.75,7.75,,4
52008351,7480201,D07,,,6.6,8.4,,,,,7.75,,0
2036229,7480202,D07,,,8.0,7.25,,,,,6.6,,0
52008881,7380107,A01,,,7.6,6.25,,,,6.2,,,8
43004119,7380107,D01,7.8,,7.4,6.5,,,,,,,8
2065391,7340301,A00,,,,7.25,,,,8.25,7.6,,2
53014615,7340120,D01,7.0,,6.8,8.5,,,,,,,1
38012408,7220201,A01,,,7.8,8.25,,,,7.6,,,8
39008276,7540101,D07,,,7.8,8.2,,,,,9.0,,7
2068433,7540101,B00,,,,8.25,,,,,7.5,7.6,7
2036725,7810202,A01,,,7.4,8.0,,,,8.0,,,4
2072226,7480201,A01,,,7.8,8.4,,,,6.75,,,0
2040491,7340120,A00,,,,8.4,,,,7.75,7.25,,1
2015100,7480201,A00,,,,7.0,,,,8.25,7.4,,0
46001334,7850101,A01,,,6.8,5.25,,,,4.8,,,7
2046084,7480201,D07,,,7.8,8.5,,,,,7.6,,0
37006070,7340120,A01,,,9.2,8.6,,,,7.25,,,1
48018433,7340201,A00,,,,6.75,,,,8.0,8.2,,2
47002978,7380107,A00,,,,7.75,,,,7.25,8.2,,8
46005995,7380107,A01,,,6.6,8.4,,,,8.75,,,8
2063791,7340101,D01,8.2,,6.6,7.25,,,,,,,1
57004226,7340101,A00,,,,8.6,,,,7.25,8.5,,1
40015924,7340123,D01,4.4,,5.6,6.0,,,,,,,3
43004346,7340101,A00,,,,7.25,,,,7.25,7.2,,1
48010495,7510406,A00,,,,4.75,,,,6.25,5.8,,7
2016025,7380107,D01,8.0,,7.6,7.2,,,,,,,8
2049356,7420201,A01,,,7.8,7.25,,,,8.4,,,7
44006035,7510202,A00,,,,6.25,,,,6.25,7.2,,5
2052096,7480202,A00,,,,4.75,,,,6.5,7.6,,0
38000873,7340301,A00,,,,7.0,,,,6.75,8.2,,2
44007655,7540101,D07,,,7.2,6.5,,,,,8.2,,7
2014677,7220201,A01,,,7.0,7.25,,,,8.2,,,8
53014086,7340201,A01,,,7.6,8.6,,,,7.0,,,2
4005458,7480201,A01,,,8.0,7.5,,,,7.8,,,0
46004557,7810201,A00,,,,8.0,,,,7.25,8.25,,4
49010355,7510303,A00,,,,7.0,,,,7.5,7.2,,5
42008014,7340301,A00,,,,8.0,,,,7.5,6.75,,2
48021872,7810202,D01,8.0,,6.4,8.2,,,,,,,4
2067984,7340120,A01,,,8.8,8.0,,,,8.0,,,1
37005916,7810202,D01,7.75,,7.2,7.8,,,,,,,4
30011246,7510303,A01,,,4.2,8.2,,,,8.25,,,5
46001256,7340301,D01,5.6,,6.2,8.25,,,,,,,2
2078371,7340129,A00,,,,5.25,,,,6.5,7.0,,7
56008077,7380107,A00,,,,7.6,,,,7.0,7.25,,8
51006506,7340115,A00,,,,8.0,,,,8.5,7.4,,1
39005750,7340115,A00,,,,8.8,,,,6.5,8.5,,1
2043775,7510301,A01,,,7.0,6.25,,,,7.6,,,5
2008054,7340101,D01,8.2,,6.8,8.0,,,,,,,1
2025843,7340122,D01,7.0,,7.8,7.75,,,,,,,1
