ma_nganh,to_hop_thi,diem_Toan,diem_Ly,diem_Hoa,diem_Anh,diem_Van,diem_Su,diem_Sinh,diem_Dia,diem_Gdktpl,diem_Tin,nguon_diem,ma_khoi_nganh,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,gioi_tinh,muc_tieu_nhan,muc_tieu_ma,nganh_hoc,ten_khoi_nganh,nguon_du_lieu
7420201,B00,8.0,,8.25,,,,7.6,,,,ttth_that,4,3,3,4,3,4,4,5,3,3,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.6,,6.75,,,,7.25,,,,ttth_that,4,2,3,3,3,4,4,3,3,3,2,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,5.5,,7.5,,,,7.4,,,,ttth_that,4,4,3,3,3,3,3,3,5,4,3,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,5.25,,7.25,,,,7.2,,,,ttth_that,4,2,3,1,3,4,3,2,1,1,1,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.4,,7.25,,,,6.25,,,,ttth_that,4,4,2,3,3,3,3,4,3,3,5,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.2,,7.25,,,,6.25,,,,ttth_that,4,2,5,4,5,3,5,4,4,4,4,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.2,7.0,7.25,,,,,,,,ttth_that,4,2,3,3,2,4,5,4,3,2,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,3.75,,6.25,,,,6.4,,,,ttth_that,4,4,4,4,5,4,4,5,5,4,4,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.25,,5.75,,,,8.0,,,,ttth_that,4,2,3,3,3,4,4,5,3,1,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.5,,7.6,5.8,,,,,,,ttth_that,4,4,3,3,4,4,4,4,5,3,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.5,,6.25,,,,6.4,,,,ttth_that,4,2,3,2,3,3,4,2,4,3,1,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.75,,7.8,8.4,,,,,,,ttth_that,4,4,2,4,4,3,4,5,2,2,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.4,,6.25,,,,6.25,,,,ttth_that,4,5,1,4,4,4,4,3,4,3,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.25,,7.0,,,,6.6,,,,ttth_that,4,1,5,3,4,5,4,4,3,1,2,Nu,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.0,,6.5,,,,7.0,,,,ttth_that,4,3,3,4,4,3,4,3,3,3,5,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.0,4.75,6.25,,,,,,,,ttth_that,4,2,4,4,4,4,3,4,5,5,4,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.25,,7.25,,,,6.4,,,,ttth_that,4,3,3,4,4,3,4,4,4,4,4,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.5,,6.0,,,,7.0,,,,ttth_that,4,3,2,3,5,5,5,3,5,3,3,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.0,6.0,6.75,,,,,,,,ttth_that,4,1,3,3,3,5,2,4,3,2,2,Nam,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.5,7.25,7.8,,,,,,,,ttth_that,4,3,4,3,2,3,3,3,2,3,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.75,7.0,6.8,,,,,,,,ttth_that,4,2,2,3,4,4,3,5,3,2,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.6,,7.5,,,,6.25,,,,ttth_that,4,4,2,4,4,5,5,4,4,4,3,Nam,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.5,,7.2,7.0,,,,,,,ttth_that,4,2,5,3,4,4,4,4,4,3,2,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.5,,6.25,,,,8.0,,,,ttth_that,4,2,2,2,3,4,5,3,1,2,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,9.0,,6.8,7.2,,,,,,,ttth_that,4,5,1,4,5,5,5,5,4,4,5,Nu,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.2,,6.25,,,,6.0,,,,ttth_that,4,5,1,4,4,5,4,4,5,5,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.25,,6.75,,,,7.6,,,,ttth_that,4,3,2,3,4,5,5,5,4,4,5,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,7.0,6.25,,8.2,,,,,,,ttth_that,4,3,3,3,3,4,4,4,3,4,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.2,6.5,5.75,,,,,,,,ttth_that,4,2,4,1,5,5,5,3,4,3,2,Nam,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.0,,5.75,,,,7.6,,,,ttth_that,4,2,4,4,3,3,3,4,3,3,2,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.5,,7.5,,,,7.4,,,,ttth_that,4,3,4,2,2,3,5,5,5,5,2,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.6,,5.5,,,,5.75,,,,ttth_that,4,2,5,5,3,3,3,4,3,4,5,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.6,,7.5,7.2,,,,,,,ttth_that,4,3,4,5,4,4,2,4,4,2,2,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.5,,8.25,,,,8.0,,,,ttth_that,4,3,4,4,5,5,5,5,5,4,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,8.4,,7.75,8.6,,,,,,,ttth_that,4,3,3,3,3,5,3,2,4,3,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.8,6.5,6.75,,,,,,,,ttth_that,4,3,5,3,3,5,5,4,5,2,4,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.75,,8.75,,,,7.6,,,,ttth_that,4,3,2,2,1,2,2,3,2,1,1,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.6,5.75,6.0,,,,,,,,ttth_that,4,3,2,2,2,4,4,3,4,2,1,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.5,7.75,7.2,,,,,,,,ttth_that,4,2,3,2,3,3,4,2,1,1,1,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.2,5.75,5.5,,,,,,,,ttth_that,4,3,3,4,5,5,5,5,5,5,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.75,,8.25,,,,8.4,,,,ttth_that,4,4,2,3,3,5,4,3,4,4,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.25,,6.8,7.2,,,,,,,ttth_that,4,3,3,2,3,4,4,5,2,4,4,Nam,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.25,,6.6,7.2,,,,,,,ttth_that,4,2,2,2,4,3,5,3,3,2,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.25,,6.75,,,,6.8,,,,ttth_that,4,2,1,3,3,3,2,3,3,1,1,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,8.2,6.0,7.0,,,,,,,,ttth_that,4,3,4,3,5,4,4,4,4,4,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.2,,7.75,,,,7.0,,,,ttth_that,4,2,4,4,5,4,5,4,3,2,4,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.6,,8.0,,,,6.75,,,,ttth_that,4,1,5,3,3,4,4,2,3,1,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.25,,5.75,,,,5.6,,,,ttth_that,4,3,2,4,4,4,5,4,2,3,2,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,7.4,6.0,,5.4,,,,,,,ttth_that,4,3,4,2,3,3,3,2,3,2,1,Nu,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.4,,6.0,7.6,,,,,,,ttth_that,4,2,2,3,4,5,5,5,3,3,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.75,,8.0,,,,6.2,,,,ttth_that,4,2,4,4,3,4,4,4,5,5,3,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.0,,7.25,,,,5.75,,,,ttth_that,4,3,4,3,3,4,4,5,4,3,5,Nu,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,6.75,7.2,,8.0,,,,,,,ttth_that,4,3,1,2,3,3,3,2,2,2,1,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.4,,6.0,,,,4.75,,,,ttth_that,4,2,4,2,5,3,3,4,4,5,2,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.75,6.5,7.2,,,,,,,,ttth_that,4,3,3,4,4,5,5,4,3,3,2,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.8,,7.0,,,,5.5,,,,ttth_that,4,4,3,4,4,4,5,4,5,5,5,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.75,,7.0,6.6,,,,,,,ttth_that,4,4,3,5,3,5,4,5,5,5,5,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.8,,8.25,,,,8.0,,,,ttth_that,4,4,4,3,3,4,4,4,4,4,3,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.8,,6.75,,,,6.25,,,,ttth_that,4,2,3,3,2,3,3,3,2,2,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.25,7.5,7.0,,,,,,,,ttth_that,4,4,4,3,4,3,3,4,4,5,3,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,7.5,7.2,,8.2,,,,,,,ttth_that,4,5,3,4,5,4,4,4,4,5,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.6,,8.25,,,,8.75,,,,ttth_that,4,2,5,3,4,5,5,5,3,4,5,Nam,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.2,,5.0,7.4,,,,,,,ttth_that,4,5,1,5,4,5,5,5,5,5,5,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.75,,7.4,6.8,,,,,,,ttth_that,4,3,4,5,4,4,3,4,5,5,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.5,,7.0,,,,6.8,,,,ttth_that,4,3,3,2,4,4,3,4,3,4,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.0,,7.25,,,,7.4,,,,ttth_that,4,3,3,5,4,4,4,4,5,4,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,8.2,6.0,6.75,,,,,,,,ttth_that,4,2,5,4,2,3,4,5,4,3,3,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.6,,6.75,,,,7.5,,,,ttth_that,4,2,2,2,4,4,5,3,3,3,4,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.0,,8.5,,,,7.6,,,,ttth_that,4,5,3,4,4,3,3,3,4,4,3,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,8.6,5.25,7.0,,,,,,,,ttth_that,4,2,3,2,3,4,5,2,4,4,2,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.2,,7.25,,,,6.25,,,,ttth_that,4,4,2,3,3,3,4,3,3,3,3,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.6,,5.25,,,,5.25,,,,ttth_that,4,4,3,3,2,3,4,3,5,4,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,5.5,,6.75,,,,7.0,,,,ttth_that,4,3,4,3,3,3,3,4,4,4,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,8.0,6.75,5.0,,,,,,,,ttth_that,4,3,3,3,3,4,4,4,5,4,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,5.8,5.5,,4.8,,,,,,,ttth_that,4,3,3,3,4,4,5,4,5,4,5,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.2,,5.75,8.2,,,,,,,ttth_that,4,3,3,4,5,3,3,4,4,4,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.5,,6.0,,,,6.4,,,,ttth_that,4,3,4,3,3,4,3,4,5,5,4,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.8,,6.5,,,,6.75,,,,ttth_that,4,3,3,4,3,5,5,5,4,5,4,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.5,,6.25,,,,7.2,,,,ttth_that,4,3,3,4,5,4,4,4,5,4,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.0,,7.0,,,,7.0,,,,ttth_that,4,5,3,3,4,3,3,5,5,5,5,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.75,,6.2,7.4,,,,,,,ttth_that,4,4,2,3,5,4,5,5,5,4,5,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.0,,7.5,9.2,,,,,,,ttth_that,4,4,3,2,2,3,4,2,3,3,4,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.2,6.75,6.75,,,,,,,,ttth_that,4,2,1,1,2,3,4,2,1,2,1,Nam,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.6,6.25,6.25,,,,,,,,ttth_that,4,1,5,3,3,4,3,4,4,2,1,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.5,6.75,7.8,,,,,,,,ttth_that,4,3,2,2,4,5,5,3,5,4,1,Nam,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.6,,8.75,,,,6.5,,,,ttth_that,4,3,3,4,5,5,5,5,5,5,4,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.75,,8.0,7.6,,,,,,,ttth_that,4,4,4,4,4,5,4,4,5,5,3,Nam,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.8,,7.0,,,,6.5,,,,ttth_that,4,4,3,3,3,3,2,3,3,2,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.4,,7.25,,,,5.75,,,,ttth_that,4,3,1,3,5,5,4,3,4,5,4,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,8.0,4.5,7.75,,,,,,,,ttth_that,4,3,3,3,3,4,4,3,3,2,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.6,,7.0,7.8,,,,,,,ttth_that,4,4,1,4,2,3,3,5,3,5,4,Nu,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.25,,6.75,,,,8.2,,,,ttth_that,4,1,4,4,1,5,4,5,4,4,5,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,8.5,,6.8,7.6,,,,,,,ttth_that,4,3,4,3,4,5,3,4,4,3,4,Nam,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.2,6.5,5.5,,,,,,,,ttth_that,4,3,3,3,2,2,4,4,4,2,1,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.5,,7.25,,,,8.6,,,,ttth_that,4,2,5,3,3,3,5,4,3,3,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.25,,6.5,,,,7.8,,,,ttth_that,4,3,2,3,3,4,4,3,4,4,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,6.8,6.0,,4.2,,,,,,,ttth_that,4,3,3,3,3,5,4,3,4,5,4,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.4,,7.0,,,,5.0,,,,ttth_that,4,3,2,4,4,4,4,5,5,4,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.4,6.0,5.25,,,,,,,,ttth_that,4,2,3,4,2,3,3,2,3,3,1,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.0,4.5,6.25,,,,,,,,ttth_that,4,4,1,2,3,4,5,4,5,4,4,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.2,,7.5,,,,7.5,,,,ttth_that,4,2,5,3,5,4,5,3,3,4,2,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.75,,7.0,,,,7.0,,,,ttth_that,4,4,3,4,3,2,4,4,4,4,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.6,,7.75,,,,7.75,,,,ttth_that,4,1,5,3,3,3,3,3,3,3,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,5.75,8.25,7.2,,,,,,,,ttth_that,4,3,4,3,3,4,4,5,5,5,3,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.75,,7.0,,,,6.8,,,,ttth_that,4,3,3,4,4,5,5,4,5,3,4,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.25,,6.6,7.0,,,,,,,ttth_that,4,1,5,4,4,5,4,5,5,3,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.0,,7.5,,,,7.8,,,,ttth_that,4,5,1,2,3,3,4,4,2,3,4,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.0,,7.5,,,,7.25,,,,ttth_that,4,4,3,3,4,4,4,4,5,4,3,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.8,6.0,6.75,,,,,,,,ttth_that,4,4,2,3,4,4,3,4,4,4,2,Nu,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.5,,7.5,,,,8.8,,,,ttth_that,4,2,5,4,4,4,4,4,4,5,3,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,7.0,7.0,,7.6,,,,,,,ttth_that,4,2,3,4,3,3,4,3,3,3,3,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,6.6,,7.0,,,,5.25,,,,ttth_that,4,3,1,4,4,4,4,3,3,2,3,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.75,7.75,7.4,,,,,,,,ttth_that,4,3,4,5,4,3,3,4,4,5,5,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,8.2,5.5,6.25,,,,,,,,ttth_that,4,4,4,5,4,4,5,5,5,4,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.6,7.25,8.0,,,,,,,,ttth_that,4,3,2,3,5,4,3,3,4,3,3,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,5.75,6.8,,7.2,,,,,,,ttth_that,4,4,2,4,4,5,5,4,3,3,3,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.6,,6.5,,,,5.25,,,,ttth_that,4,2,4,4,4,4,4,4,4,3,4,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.25,,6.75,,,,7.2,,,,ttth_that,4,3,3,3,3,4,3,3,4,4,3,Nu,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,6.25,,7.6,7.6,,,,,,,ttth_that,4,1,2,2,3,3,3,2,4,2,1,Nam,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A01,6.0,5.4,,7.4,,,,,,,ttth_that,4,2,5,4,3,3,3,5,5,5,4,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.25,,6.5,,,,7.0,,,,ttth_that,4,4,2,3,4,5,3,3,5,5,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,7.8,5.75,5.75,,,,,,,,ttth_that,4,4,5,4,2,3,3,5,5,5,4,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,D07,7.0,,5.8,7.2,,,,,,,ttth_that,4,4,2,3,5,4,5,2,4,2,3,Nam,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.8,5.25,6.75,,,,,,,,ttth_that,4,4,3,4,5,5,5,5,5,4,5,Nu,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,8.8,,7.75,,,,7.25,,,,ttth_that,4,3,1,4,4,3,4,4,3,3,2,Nu,Kinh doanh,3,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,7.75,,8.0,,,,7.2,,,,ttth_that,4,3,4,2,5,5,4,4,2,3,3,Nu,Nghiên cứu,2,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,A00,6.75,6.75,7.0,,,,,,,,ttth_that,4,4,2,2,2,4,4,3,4,4,2,Nam,Chưa xác định,4,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
7420201,B00,5.4,,7.25,,,,6.5,,,,ttth_that,4,2,5,2,2,5,3,4,3,4,4,Nam,Đi làm,1,Công nghệ sinh học,"Thực phẩm, Sinh học & Môi trường",synthetic_GA
