thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu,ma_nganh,nguon_du_lieu,sample_weight
8/13/2026 9:32,Logistics và quản lý chuỗi cung ứng,Nam,D01,4,2,4,5,2,3,2,4,3,2,9.5,,8.75,7.5,,,,,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nam,D15,4,3,5,2,2,2,2,2,3,4,6.5,7.75,5.25,,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nam,A01,4,2,3,4,2,3,3,4,3,3,,,8.25,8.0,,,,7.75,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,4,4,3,5,1,2,5,3,3,,,,6.75,,,,4.25,6.35,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nu,A01,4,2,4,5,3,2,5,3,5,3,,,8.5,9.0,,,,8.25,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:11,Logistics và quản lý chuỗi cung ứng,Nam,A00,3,1,1,3,2,3,2,4,5,2,,,,8.5,,,,5.6,7.0,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nu,A01,4,2,4,2,4,2,2,1,4,3,,,8.5,9.0,,,,8.25,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
7/23/2026 16:01,Logistics và quản lý chuỗi cung ứng,Nu,D07,4,1,5,3,3,3,5,4,4,2,,,7.75,8.0,,,,,8.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nam,A01,4,2,4,2,4,2,2,1,4,3,,,8.25,8.0,,,,7.75,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nu,D15,4,1,4,3,3,1,2,5,3,4,6.5,7.75,5.25,,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nu,D15,4,1,4,3,2,4,2,4,4,3,6.5,7.75,5.25,,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,2,4,3,3,1,2,3,4,3,,,,6.75,,,,4.25,6.35,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nu,A01,1,1,3,4,1,5,5,2,3,4,,,8.25,8.0,,,,7.75,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,2,4,5,3,2,5,3,5,3,,,,6.75,,,,4.25,6.35,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:11,Logistics và quản lý chuỗi cung ứng,Nu,A00,3,1,3,5,5,1,3,1,4,4,,,,8.5,,,,5.6,7.0,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nu,D15,4,1,4,3,3,1,2,5,3,4,6.5,7.75,5.25,,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nam,D15,4,3,3,5,4,1,5,5,3,2,6.5,7.75,5.25,,,,,,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nam,A01,4,3,5,2,2,2,2,2,3,4,,,8.25,8.0,,,,7.75,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,1,3,5,3,2,2,1,3,2,,,,9.0,,,,5.75,5.75,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nu,A00,3,2,5,2,3,2,4,4,5,3,,,,6.1,,,,6.35,6.25,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nu,D15,3,1,3,5,5,1,3,1,4,4,6.5,7.75,5.25,,,,,,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:11,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,1,4,3,2,2,3,1,3,3,,,,8.5,,,,5.6,7.0,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nu,A01,4,4,5,4,4,1,2,3,4,3,,,8.25,8.0,,,,7.75,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:11,Logistics và quản lý chuỗi cung ứng,Nam,A00,3,1,3,5,5,1,3,1,4,4,,,,8.5,,,,5.6,7.0,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nu,A00,3,1,5,4,3,4,2,5,3,2,,,,9.0,,,,5.75,5.75,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,2,4,2,4,2,2,1,4,3,,,,9.0,,,,5.75,5.75,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nu,A00,3,1,3,5,4,3,2,1,2,4,,,,6.75,,,,4.25,6.35,,1,Đi làm,,7510605,ga_can_bang_lop,1
7/23/2026 16:01,Logistics và quản lý chuỗi cung ứng,Nu,D07,4,1,4,3,3,5,3,3,3,4,,,7.75,8.0,,,,,8.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,3,3,3,5,3,2,5,4,2,,,,6.1,,,,6.35,6.25,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nu,A01,1,1,3,4,1,5,5,2,3,4,,,8.25,8.0,,,,7.75,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nam,A01,4,4,4,3,5,1,2,5,3,3,,,8.25,8.0,,,,7.75,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:11,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,3,3,3,5,3,2,5,4,2,,,,8.5,,,,5.6,7.0,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:11,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,2,4,5,4,4,4,4,3,2,,,,8.5,,,,5.6,7.0,,1,Đi làm,,7510605,ga_can_bang_lop,1
7/23/2026 16:01,Logistics và quản lý chuỗi cung ứng,Nu,D07,4,2,4,5,4,2,2,3,3,3,,,7.75,8.0,,,,,8.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nam,D15,3,4,5,3,2,3,2,4,3,3,6.5,7.75,5.25,,,,,,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:20,Logistics và quản lý chuỗi cung ứng,Nam,D15,4,2,4,5,3,2,5,3,5,3,6.5,7.75,5.25,,,,,,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nu,A01,4,3,4,5,4,4,2,4,3,3,,,8.5,9.0,,,,8.25,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,1,3,4,4,4,2,3,1,2,,,,6.1,,,,6.35,6.25,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
7/23/2026 16:01,Logistics và quản lý chuỗi cung ứng,Nu,D07,4,2,4,3,3,1,2,3,4,3,,,7.75,8.0,,,,,8.25,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 9:32,Logistics và quản lý chuỗi cung ứng,Nam,D01,4,2,3,4,2,3,3,4,3,3,9.5,,8.75,7.5,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,3,3,5,4,1,5,5,3,2,,,,6.75,,,,4.25,6.35,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nu,A01,4,2,4,3,3,1,2,3,4,3,,,8.5,9.0,,,,8.25,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,2,3,4,3,3,2,3,3,3,,,,6.1,,,,6.35,6.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,1,3,3,3,5,2,3,1,3,,,,6.1,,,,6.35,6.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nam,A01,3,1,1,3,2,3,2,4,5,2,,,8.25,8.0,,,,7.75,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
7/23/2026 16:01,Logistics và quản lý chuỗi cung ứng,Nam,D07,4,1,3,3,3,5,2,3,1,3,,,7.75,8.0,,,,,8.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 9:32,Logistics và quản lý chuỗi cung ứng,Nu,D01,4,1,3,5,3,2,2,1,3,2,9.5,,8.75,7.5,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nam,A00,3,1,4,3,3,3,2,2,3,2,,,,9.0,,,,5.75,5.75,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nam,A00,4,3,4,3,4,5,2,5,4,2,,,,9.0,,,,5.75,5.75,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,1,5,4,3,4,2,1,4,3,,,,6.1,,,,6.35,6.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
7/23/2026 16:01,Logistics và quản lý chuỗi cung ứng,Nam,D07,3,4,5,3,2,3,2,4,3,3,,,7.75,8.0,,,,,8.25,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nu,A00,3,3,4,3,5,3,3,5,4,2,,,,6.1,,,,6.35,6.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nam,A01,4,3,3,3,3,1,5,5,5,3,,,8.5,9.0,,,,8.25,,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nam,A01,4,3,5,2,2,2,2,2,3,4,,,8.5,9.0,,,,8.25,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nam,A00,1,2,5,4,3,5,2,4,2,3,,,,6.75,,,,4.25,6.35,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nu,A00,1,2,3,5,4,2,4,1,4,3,,,,6.1,,,,6.35,6.25,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/13/2026 9:32,Logistics và quản lý chuỗi cung ứng,Nam,D01,4,1,3,3,3,5,2,3,1,3,9.5,,8.75,7.5,,,,,,,1,Đi làm,,7510605,ga_can_bang_lop,1
7/23/2026 16:01,Logistics và quản lý chuỗi cung ứng,Nam,D07,4,2,5,3,3,1,4,5,4,3,,,7.75,8.0,,,,,8.25,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:11,Logistics và quản lý chuỗi cung ứng,Nu,A00,4,1,3,3,3,5,2,3,1,3,,,,8.5,,,,5.6,7.0,,3,Kinh doanh,,7510605,ga_can_bang_lop,1
8/14/2026 10:58,Logistics và quản lý chuỗi cung ứng,Nam,A01,4,1,4,3,2,2,3,1,3,3,,,8.25,8.0,,,,7.75,,,1,Đi làm,,7510605,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nu,A00,2,1,5,1,5,1,1,3,3,1,,,,6.0,,,,5.5,7.25,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nam,A01,3,3,5,4,5,5,1,2,3,1,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:19,Du lịch,Nam,C00,5,2,3,1,2,1,4,5,3,2,8.0,9.0,,,,,8.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nu,A01,4,4,1,3,3,5,1,2,3,3,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:24,Du lịch,Nam,A00,5,3,2,3,5,1,1,5,5,2,,,,5.25,,,,6.75,8.5,,2,Nghiên cứu,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nam,A01,4,4,3,4,2,5,3,4,2,1,,,7.75,8.0,,,,5.25,,,2,Nghiên cứu,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nu,C00,5,3,1,2,4,3,5,1,5,2,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nu,A00,3,1,4,4,3,1,1,5,5,4,,,,6.0,,,,5.5,7.25,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nu,A01,5,3,5,3,3,4,2,5,2,4,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,4,1,4,3,2,1,1,5,3,4,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nam,A01,5,3,1,2,4,3,5,1,5,2,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,ga_can_bang_lop,1
7/25/2026 20:11,Du lịch,Nam,D01,5,1,1,3,5,5,5,2,4,4,9.0,,7.25,9.5,,,,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,5,1,1,5,2,1,3,2,3,3,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nam,C00,4,1,4,3,2,1,1,5,3,4,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:39,Du lịch,Nam,C00,5,1,1,2,3,1,1,5,4,4,6.5,7.75,,,,,7.1,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:19,Du lịch,Nam,C00,5,1,4,5,3,1,2,2,2,4,8.0,9.0,,,,,8.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nu,C00,1,1,5,1,5,2,1,5,3,4,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:19,Du lịch,Nam,C00,4,3,4,3,5,2,1,5,3,4,8.0,9.0,,,,,8.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
7/25/2026 20:11,Du lịch,Nu,D01,3,3,1,3,1,1,1,5,3,5,9.0,,7.25,9.5,,,,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:39,Du lịch,Nu,C00,3,3,4,2,5,5,2,3,3,4,6.5,7.75,,,,,7.1,,,,2,Nghiên cứu,,7810101,ga_can_bang_lop,1
7/25/2026 20:11,Du lịch,Nu,D01,4,3,5,1,3,2,3,3,2,3,9.0,,7.25,9.5,,,,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:24,Du lịch,Nam,A00,1,3,4,3,1,5,2,5,2,4,,,,5.25,,,,6.75,8.5,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:19,Du lịch,Nam,C00,4,3,4,3,5,2,1,5,3,4,8.0,9.0,,,,,8.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:24,Du lịch,Nam,A00,1,1,5,1,5,2,1,5,3,4,,,,5.25,,,,6.75,8.5,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nu,C00,5,1,2,4,4,4,1,4,1,1,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nu,A01,4,4,3,4,2,5,3,4,2,1,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nam,A00,4,3,4,3,5,2,1,5,3,4,,,,6.0,,,,5.5,7.25,,2,Nghiên cứu,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nu,A01,4,1,4,4,1,5,4,4,4,2,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,4,3,4,2,3,1,4,5,1,1,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,2,3,3,1,4,1,2,3,2,1,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:39,Du lịch,Nu,C00,2,1,5,1,5,1,1,3,3,1,6.5,7.75,,,,,7.1,,,,2,Nghiên cứu,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,4,4,1,3,3,5,1,2,3,3,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:39,Du lịch,Nam,C00,5,1,1,5,2,5,2,5,5,5,6.5,7.75,,,,,7.1,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nu,A01,5,1,2,4,4,4,1,4,1,1,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nam,A01,2,4,3,1,5,1,2,4,2,2,,,7.75,8.0,,,,5.25,,,2,Nghiên cứu,,7810101,ga_can_bang_lop,1
7/25/2026 20:11,Du lịch,Nu,D01,5,3,2,1,5,4,3,4,3,1,9.0,,7.25,9.5,,,,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nam,A00,4,4,3,4,2,5,3,4,2,1,,,,6.0,,,,5.5,7.25,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nu,A01,5,1,1,5,2,5,2,5,5,5,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:19,Du lịch,Nam,C00,5,1,1,3,5,5,5,2,4,4,8.0,9.0,,,,,8.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,5,1,1,3,5,5,5,2,4,4,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,4,3,5,1,3,2,3,3,2,3,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nu,A01,2,3,3,1,4,1,2,3,2,1,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,5,1,2,4,4,4,1,4,1,1,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nu,C00,3,1,4,4,3,1,1,5,5,4,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nu,A00,4,4,1,3,3,5,1,2,3,3,,,,6.0,,,,5.5,7.25,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nam,A00,3,1,3,3,5,5,1,2,4,5,,,,6.0,,,,5.5,7.25,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nam,A01,2,2,3,1,3,1,5,4,1,2,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:24,Du lịch,Nam,A00,5,1,1,2,3,1,1,5,4,4,,,,5.25,,,,6.75,8.5,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nam,C00,3,1,5,2,2,5,1,3,3,1,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:24,Du lịch,Nam,A00,2,3,5,4,2,5,5,1,1,2,,,,5.25,,,,6.75,8.5,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 11:51,Du lịch,Nu,A00,3,3,3,1,4,5,1,3,2,2,,,,7.0,,,,6.0,8.0,,2,Nghiên cứu,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nam,C00,5,3,5,1,5,4,1,5,4,3,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nam,A00,5,1,4,4,1,4,5,5,4,1,,,,6.0,,,,5.5,7.25,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,4,1,4,3,2,1,1,5,3,4,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
7/25/2026 20:11,Du lịch,Nu,D01,5,1,4,5,3,1,2,2,2,4,9.0,,7.25,9.5,,,,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nu,A01,3,3,3,4,1,4,1,4,3,1,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nu,C00,1,4,4,4,4,1,5,3,4,2,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 9:39,Du lịch,Nam,C00,5,1,4,4,1,4,5,5,4,1,6.5,7.75,,,,,7.1,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nu,C00,5,1,4,1,2,2,4,2,4,2,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nu,A01,5,2,3,1,2,1,4,5,3,2,,,7.75,8.0,,,,5.25,,,2,Nghiên cứu,,7810101,ga_can_bang_lop,1
8/14/2026 11:51,Du lịch,Nu,A00,3,1,5,5,4,5,1,3,3,1,,,,7.0,,,,6.0,8.0,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 10:09,Du lịch,Nam,C00,2,2,3,1,3,1,5,4,1,2,8.0,9.0,,,,,9.0,,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nam,A00,4,3,4,3,5,2,1,5,3,4,,,,6.0,,,,5.5,7.25,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:24,Du lịch,Nu,A00,3,3,1,3,1,1,1,5,3,5,,,,5.25,,,,6.75,8.5,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nu,A01,4,4,1,3,3,5,1,2,3,3,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nam,A01,4,1,4,4,1,5,4,4,4,2,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nu,A01,5,1,2,4,4,4,1,4,1,1,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 21:53,Du lịch,Nam,A01,2,1,5,1,5,1,1,3,3,1,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/12/2026 16:00,Du lịch,Nu,A00,4,2,4,4,2,2,5,5,5,2,,,,6.0,,,,5.5,7.25,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/14/2026 11:51,Du lịch,Nam,A00,5,1,4,5,3,1,2,2,2,4,,,,7.0,,,,6.0,8.0,,1,Đi làm,,7810101,ga_can_bang_lop,1
8/11/2026 17:17,Du lịch,Nam,A01,5,1,4,4,1,4,5,5,4,1,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,ga_can_bang_lop,1
