to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,nguon,ma_nganh,j_nganh,ma_nhom,i_trong_nganh
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,25
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,5,26
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,27
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,28
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,29
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,30
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,31
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,32
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,5,33
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,5,34
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,35
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,5,36
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,5,37
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,38
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,39
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,40
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,5,41
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,42
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,5,43
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,44
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,5,45
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,5,46
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,47
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,48
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,5,49
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,50
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,51
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,5,52
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,53
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,54
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,55
D01,7.25,,7.0,8.0,,,,,,,bootstrap_khaosat,7380101,11,5,56
D07,,,6.0,7.0,,,,,7.0,,bootstrap_khaosat,7380101,11,5,57
D01,8.0,,8.25,7.5,,,,,,,bootstrap_khaosat,7380101,11,5,58
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,59
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,60
X01,6.5,,,6.75,5.0,,,,,,bootstrap_khaosat,7380101,11,5,61
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,62
C00,7.0,5.0,,,,,6.75,,,,bootstrap_khaosat,7380101,11,5,63
A01,,,8.0,8.0,,,,8.0,,,bootstrap_khaosat,7380101,11,5,64
X01,9.0,,,5.25,8.75,,,,,,bootstrap_khaosat,7380101,11,5,65
D01,7.25,,8.75,8.25,,,,,,,bootstrap_khaosat,7380101,11,5,66
D01,7.75,,7.0,8.4,,,,,,,ttth,7380107,12,5,0
D15,7.0,6.4,6.5,,,,,,,,ttth,7380107,12,5,1
D01,6.8,,7.2,8.0,,,,,,,ttth,7380107,12,5,2
D15,6.5,5.6,7.75,,,,,,,,ttth,7380107,12,5,3
D01,6.2,,7.4,8.0,,,,,,,ttth,7380107,12,5,4
A01,,,7.4,7.5,,,,8.0,,,ttth,7380107,12,5,5
D15,8.5,4.6,6.0,,,,,,,,ttth,7380107,12,5,6
D15,7.75,5.8,6.5,,,,,,,,ttth,7380107,12,5,7
A00,,,,7.4,,,,7.0,7.5,,ttth,7380107,12,5,8
D15,7.75,5.4,7.25,,,,,,,,ttth,7380107,12,5,9
D01,7.8,,7.8,6.75,,,,,,,ttth,7380107,12,5,10
D01,6.2,,7.6,8.75,,,,,,,ttth,7380107,12,5,11
A00,,,,8.5,,,,7.75,7.6,,ttth,7380107,12,5,12
D01,4.2,,7.2,7.75,,,,,,,ttth,7380107,12,5,13
A00,,,,5.5,,,,6.5,7.4,,ttth,7380107,12,5,14
A00,,,,7.75,,,,7.0,7.2,,ttth,7380107,12,5,15
D01,6.6,,6.6,6.5,,,,,,,ttth,7380107,12,5,16
A00,,,,7.0,,,,7.75,6.25,,ttth,7380107,12,5,17
A00,,,,7.8,,,,7.25,8.75,,ttth,7380107,12,5,18
D01,5.4,,7.4,8.25,,,,,,,ttth,7380107,12,5,19
D01,7.0,,7.4,7.4,,,,,,,ttth,7380107,12,5,20
A00,,,,7.25,,,,7.25,7.6,,ttth,7380107,12,5,21
D01,8.5,,6.6,7.4,,,,,,,ttth,7380107,12,5,22
D01,8.0,,5.8,7.2,,,,,,,ttth,7380107,12,5,23
D01,9.0,,6.4,6.2,,,,,,,ttth,7380107,12,5,24
A00,,,,7.8,,,,7.5,7.25,,ttth,7380107,12,5,25
A00,,,,6.8,,,,7.0,7.75,,ttth,7380107,12,5,26
A00,,,,8.8,,,,6.75,8.25,,ttth,7380107,12,5,27
D01,6.6,,7.0,6.5,,,,,,,ttth,7380107,12,5,28
D01,7.2,,6.8,6.75,,,,,,,ttth,7380107,12,5,29
D01,3.8,,8.2,7.75,,,,,,,ttth,7380107,12,5,30
D15,7.25,7.0,8.25,,,,,,,,ttth,7380107,12,5,31
A01,,,7.6,8.2,,,,6.5,,,ttth,7380107,12,5,32
A00,,,,7.8,,,,7.0,6.75,,ttth,7380107,12,5,33
A00,,,,7.4,,,,6.5,8.0,,ttth,7380107,12,5,34
A00,,,,8.2,,,,7.0,7.75,,ttth,7380107,12,5,35
A00,,,,6.5,,,,6.25,7.0,,ttth,7380107,12,5,36
A00,,,,7.5,,,,8.25,7.4,,ttth,7380107,12,5,37
A00,,,,6.25,,,,6.75,7.0,,ttth,7380107,12,5,38
D15,6.5,6.6,7.0,,,,,,,,ttth,7380107,12,5,39
A00,,,,7.6,,,,6.5,7.75,,ttth,7380107,12,5,40
A00,,,,7.0,,,,8.0,6.4,,ttth,7380107,12,5,41
D01,6.75,,9.2,6.2,,,,,,,ttth,7380107,12,5,42
D15,7.25,7.2,7.5,,,,,,,,ttth,7380107,12,5,43
A00,,,,8.0,,,,8.0,7.0,,ttth,7380107,12,5,44
D01,5.4,,6.4,7.25,,,,,,,ttth,7380107,12,5,45
D01,7.0,,8.2,7.4,,,,,,,ttth,7380107,12,5,46
A01,,,7.2,7.0,,,,7.4,,,ttth,7380107,12,5,47
D01,6.4,,8.0,8.25,,,,,,,ttth,7380107,12,5,48
D01,7.75,,7.8,7.2,,,,,,,ttth,7380107,12,5,49
A01,,,7.6,7.8,,,,6.0,,,ttth,7380107,12,5,50
D01,6.0,,6.0,8.0,,,,,,,ttth,7380107,12,5,51
A00,,,,7.4,,,,6.25,8.0,,ttth,7380107,12,5,52
A00,,,,7.0,,,,7.0,8.0,,ttth,7380107,12,5,53
A00,,,,7.4,,,,5.75,8.25,,ttth,7380107,12,5,54
D01,6.75,,9.2,7.2,,,,,,,ttth,7380107,12,5,55
A00,,,,7.6,,,,7.0,7.25,,ttth,7380107,12,5,56
D15,6.75,6.8,6.25,,,,,,,,ttth,7380107,12,5,57
A01,,,7.8,7.6,,,,6.75,,,ttth,7380107,12,5,58
D01,7.6,,7.8,7.0,,,,,,,ttth,7380107,12,5,59
A01,,,7.4,7.5,,,,8.0,,,ttth,7380107,12,5,60
A00,,,,8.25,,,,7.25,7.6,,ttth,7380107,12,5,61
D15,7.5,4.6,7.25,,,,,,,,ttth,7380107,12,5,62
A00,,,,8.6,,,,7.25,8.0,,ttth,7380107,12,5,63
A01,,,8.4,6.5,,,,6.4,,,ttth,7380107,12,5,64
D15,6.75,6.4,7.25,,,,,,,,ttth,7380107,12,5,65
D01,7.0,,7.8,7.2,,,,,,,ttth,7380107,12,5,66
A01,,,4.2,6.8,,,,6.0,,,ttth,7420201,13,4,0
D07,,,7.8,7.0,,,,,6.75,,ttth,7420201,13,4,1
A00,,,,7.2,,,,6.5,5.5,,ttth,7420201,13,4,2
A00,,,,7.75,,,,7.0,6.8,,ttth,7420201,13,4,3
B00,,,,7.4,,,,,7.0,5.5,ttth,7420201,13,4,4
B00,,,,6.75,,,,,7.25,7.2,ttth,7420201,13,4,5
B00,,,,8.4,,,,,8.25,7.25,ttth,7420201,13,4,6
B00,,,,7.5,,,,,8.0,5.4,ttth,7420201,13,4,7
B00,,,,7.4,,,,,7.75,6.75,ttth,7420201,13,4,8
A00,,,,6.8,,,,7.0,5.25,,ttth,7420201,13,4,9
A00,,,,7.2,,,,6.5,5.75,,ttth,7420201,13,4,10
A00,,,,7.5,,,,7.25,7.8,,ttth,7420201,13,4,11
B00,,,,8.0,,,,,7.75,7.2,ttth,7420201,13,4,12
A00,,,,7.0,,,,5.5,5.0,,ttth,7420201,13,4,13
B00,,,,4.8,,,,,6.25,5.5,ttth,7420201,13,4,14
B00,,,,7.0,,,,,5.25,6.25,ttth,7420201,13,4,15
B00,,,,7.4,,,,,6.75,5.5,ttth,7420201,13,4,16
B00,,,,7.6,,,,,7.5,5.0,ttth,7420201,13,4,17
A00,,,,6.8,,,,6.0,6.75,,ttth,7420201,13,4,18
B00,,,,6.5,,,,,7.75,7.0,ttth,7420201,13,4,19
B00,,,,7.0,,,,,8.0,7.2,ttth,7420201,13,4,20
A00,,,,7.2,,,,6.5,6.5,,ttth,7420201,13,4,21
B00,,,,6.6,,,,,7.0,7.75,ttth,7420201,13,4,22
B00,,,,6.75,,,,,8.0,6.2,ttth,7420201,13,4,23
B00,,,,6.8,,,,,6.25,4.75,ttth,7420201,13,4,24
B00,,,,7.0,,,,,7.25,7.2,ttth,7420201,13,4,25
B00,,,,3.75,,,,,6.25,6.4,ttth,7420201,13,4,26
D07,,,7.8,7.75,,,,,7.4,,ttth,7420201,13,4,27
A01,,,6.6,8.25,,,,8.0,,,ttth,7420201,13,4,28
B00,,,,8.0,,,,,8.0,7.25,ttth,7420201,13,4,29
D07,,,8.2,6.75,,,,,7.4,,ttth,7420201,13,4,30
B00,,,,6.5,,,,,6.25,7.2,ttth,7420201,13,4,31
B00,,,,7.5,,,,,6.25,6.4,ttth,7420201,13,4,32
B00,,,,6.25,,,,,7.5,6.6,ttth,7420201,13,4,33
A01,,,8.2,8.2,,,,6.75,,,ttth,7420201,13,4,34
B00,,,,8.0,,,,,7.5,7.4,ttth,7420201,13,4,35
B00,,,,7.0,,,,,7.5,7.8,ttth,7420201,13,4,36
D07,,,6.6,6.75,,,,,7.0,,ttth,7420201,13,4,37
B00,,,,8.25,,,,,8.0,7.8,ttth,7420201,13,4,38
A01,,,4.8,5.8,,,,5.5,,,ttth,7420201,13,4,39
B00,,,,7.25,,,,,6.75,7.2,ttth,7420201,13,4,40
D07,,,6.8,7.6,,,,,8.25,,ttth,7420201,13,4,41
D07,,,8.0,7.8,,,,,7.0,,ttth,7420201,13,4,42
B00,,,,7.4,,,,,7.5,6.75,ttth,7420201,13,4,43
B00,,,,7.4,,,,,7.25,5.75,ttth,7420201,13,4,44
B00,,,,6.6,,,,,5.5,5.75,ttth,7420201,13,4,45
B00,,,,7.2,,,,,7.25,6.25,ttth,7420201,13,4,46
B00,,,,7.4,,,,,8.0,7.5,ttth,7420201,13,4,47
A00,,,,6.75,,,,6.75,7.0,,ttth,7420201,13,4,48
D07,,,5.8,6.5,,,,,7.6,,ttth,7420201,13,4,49
B00,,,,6.25,,,,,6.5,5.0,ttth,7420201,13,4,50
B00,,,,8.2,,,,,7.25,6.25,ttth,7420201,13,4,51
A00,,,,7.2,,,,5.75,5.5,,ttth,7420201,13,4,52
B00,,,,6.25,,,,,7.25,6.0,ttth,7420201,13,4,53
B00,,,,6.5,,,,,6.0,7.0,ttth,7420201,13,4,54
A00,,,,6.25,,,,7.5,7.2,,ttth,7420201,13,4,55
B00,,,,7.4,,,,,7.25,5.5,ttth,7420201,13,4,56
B00,,,,8.0,,,,,6.75,6.4,ttth,7420201,13,4,57
A00,,,,6.6,,,,5.25,6.5,,ttth,7420201,13,4,58
B00,,,,5.75,,,,,7.0,5.8,ttth,7420201,13,4,59
D07,,,7.6,8.5,,,,,6.8,,ttth,7420201,13,4,60
B00,,,,6.8,,,,,7.75,7.0,ttth,7420201,13,4,61
B00,,,,4.75,,,,,6.25,6.2,ttth,7420201,13,4,62
D07,,,6.6,6.8,,,,,6.0,,ttth,7420201,13,4,63
D07,,,7.8,7.6,,,,,7.0,,ttth,7420201,13,4,64
D07,,,8.6,8.4,,,,,7.75,,ttth,7420201,13,4,65
A00,,,,7.8,,,,7.25,6.75,,ttth,7420201,13,4,66
D07,,,6.8,5.75,,,,,7.8,,ttth,7460108,14,0,0
D01,7.4,,5.2,6.25,,,,,,,ttth,7460108,14,0,1
A00,,,,6.0,,,,5.25,6.6,,ttth,7460108,14,0,2
D01,7.6,,6.6,6.25,,,,,,,ttth,7460108,14,0,3
D01,6.4,,6.8,6.75,,,,,,,ttth,7460108,14,0,4
A00,,,,6.0,,,,6.0,6.8,,ttth,7460108,14,0,5
D01,6.6,,7.2,6.5,,,,,,,ttth,7460108,14,0,6
A00,,,,6.25,,,,7.25,5.4,,ttth,7460108,14,0,7
D01,5.6,,6.6,6.5,,,,,,,ttth,7460108,14,0,8
D01,4.0,,5.6,7.5,,,,,,,ttth,7460108,14,0,9
D01,6.8,,6.8,5.75,,,,,,,ttth,7460108,14,0,10
D01,4.8,,8.0,6.75,,,,,,,ttth,7460108,14,0,11
A00,,,,6.0,,,,7.5,6.4,,ttth,7460108,14,0,12
D07,,,7.4,7.75,,,,,7.4,,ttth,7460108,14,0,13
A00,,,,7.0,,,,7.0,5.2,,ttth,7460108,14,0,14
A00,,,,7.75,,,,7.0,6.6,,ttth,7460108,14,0,15
A00,,,,6.25,,,,6.5,6.8,,ttth,7460108,14,0,16
D01,4.8,,5.8,8.0,,,,,,,ttth,7460108,14,0,17
A00,,,,6.0,,,,6.75,7.8,,ttth,7460108,14,0,18
D01,4.2,,5.0,7.75,,,,,,,ttth,7460108,14,0,19
A00,,,,7.5,,,,5.75,7.4,,ttth,7460108,14,0,20
D01,5.6,,6.2,6.5,,,,,,,ttth,7460108,14,0,21
D01,7.6,,6.4,5.5,,,,,,,ttth,7460108,14,0,22
D01,6.2,,7.0,7.75,,,,,,,ttth,7460108,14,0,23
D01,7.8,,7.4,7.5,,,,,,,ttth,7460108,14,0,24
A00,,,,5.75,,,,4.5,7.4,,ttth,7460108,14,0,25
A00,,,,6.75,,,,6.75,6.2,,ttth,7460108,14,0,26
D01,5.4,,6.0,6.0,,,,,,,ttth,7460108,14,0,27
D01,8.4,,5.8,5.5,,,,,,,ttth,7460108,14,0,28
A01,,,5.6,5.25,,,,6.2,,,ttth,7460108,14,0,29
D01,5.4,,7.2,6.5,,,,,,,ttth,7460108,14,0,30
D07,,,6.4,6.5,,,,,5.6,,ttth,7460108,14,0,31
D01,5.2,,7.6,6.25,,,,,,,ttth,7460108,14,0,32
D01,5.2,,6.4,5.75,,,,,,,ttth,7460108,14,0,33
D01,8.2,,6.8,7.75,,,,,,,ttth,7460108,14,0,34
D01,5.8,,6.2,5.25,,,,,,,ttth,7460108,14,0,35
D01,5.0,,7.2,7.75,,,,,,,ttth,7460108,14,0,36
D01,8.8,,6.8,7.5,,,,,,,ttth,7460108,14,0,37
D01,6.2,,7.4,6.25,,,,,,,ttth,7460108,14,0,38
D01,6.0,,6.8,7.0,,,,,,,ttth,7460108,14,0,39
D01,4.8,,7.2,8.0,,,,,,,ttth,7460108,14,0,40
D07,,,6.8,6.5,,,,,5.8,,ttth,7460108,14,0,41
D07,,,7.6,7.25,,,,,5.6,,ttth,7460108,14,0,42
D01,5.6,,6.0,8.25,,,,,,,ttth,7460108,14,0,43
D07,,,7.6,8.0,,,,,6.0,,ttth,7460108,14,0,44
D01,5.2,,7.4,7.0,,,,,,,ttth,7460108,14,0,45
A00,,,,6.5,,,,7.0,7.4,,ttth,7460108,14,0,46
D07,,,7.4,7.75,,,,,8.2,,ttth,7460108,14,0,47
A00,,,,7.75,,,,7.75,7.4,,ttth,7460108,14,0,48
D01,4.0,,5.6,7.0,,,,,,,ttth,7460108,14,0,49
D01,4.8,,6.2,6.5,,,,,,,ttth,7460108,14,0,50
D01,5.8,,5.4,6.0,,,,,,,ttth,7460108,14,0,51
D07,,,7.2,6.75,,,,,6.4,,ttth,7460108,14,0,52
D07,,,7.0,7.25,,,,,6.2,,ttth,7460108,14,0,53
D01,9.0,,7.2,8.5,,,,,,,ttth,7460108,14,0,54
D01,5.4,,5.6,8.0,,,,,,,ttth,7460108,14,0,55
D01,8.4,,6.4,7.0,,,,,,,ttth,7460108,14,0,56
A00,,,,6.5,,,,7.0,6.4,,ttth,7460108,14,0,57
D01,7.6,,3.6,7.25,,,,,,,ttth,7460108,14,0,58
D01,5.6,,7.0,6.25,,,,,,,ttth,7460108,14,0,59
D01,6.4,,8.0,6.5,,,,,,,ttth,7460108,14,0,60
A00,,,,6.5,,,,7.5,7.4,,ttth,7460108,14,0,61
D01,7.4,,5.6,7.75,,,,,,,ttth,7460108,14,0,62
D01,3.4,,6.8,6.75,,,,,,,ttth,7460108,14,0,63
A01,,,7.4,6.5,,,,6.8,,,ttth,7460108,14,0,64
D01,5.8,,6.2,6.0,,,,,,,ttth,7460108,14,0,65
D01,6.2,,6.6,8.0,,,,,,,ttth,7460108,14,0,66
X26,,,7.25,9.5,,9.25,,,,,bootstrap_khaosat,7480107,15,0,0
X26,,,6.75,6.5,,5.5,,,,,bootstrap_khaosat,7480107,15,0,1
A01,,,7.2,8.3,,,,6.5,,,bootstrap_khaosat,7480107,15,0,2
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,3
X26,,,7.25,9.5,,9.25,,,,,bootstrap_khaosat,7480107,15,0,4
X26,,,6.75,6.5,,5.5,,,,,bootstrap_khaosat,7480107,15,0,5
A01,,,6.75,5.5,,,,9.5,,,bootstrap_khaosat,7480107,15,0,6
C01,9.0,,,9.0,,,,8.0,,,bootstrap_khaosat,7480107,15,0,7
D07,,,8.25,6.0,,,,,6.75,,bootstrap_khaosat,7480107,15,0,8
X26,,,7.25,9.5,,9.25,,,,,bootstrap_khaosat,7480107,15,0,9
A01,,,6.75,5.5,,,,9.5,,,bootstrap_khaosat,7480107,15,0,10
A01,,,6.75,5.5,,,,9.5,,,bootstrap_khaosat,7480107,15,0,11
D01,8.25,,9.5,5.25,,,,,,,bootstrap_khaosat,7480107,15,0,12
D01,6.0,,5.75,5.75,,,,,,,bootstrap_khaosat,7480107,15,0,13
D01,7.25,,5.5,8.25,,,,,,,bootstrap_khaosat,7480107,15,0,14
C01,9.0,,,9.0,,,,8.0,,,bootstrap_khaosat,7480107,15,0,15
X26,,,6.75,6.5,,5.5,,,,,bootstrap_khaosat,7480107,15,0,16
A01,,,6.75,5.5,,,,9.5,,,bootstrap_khaosat,7480107,15,0,17
D01,6.0,,5.75,5.75,,,,,,,bootstrap_khaosat,7480107,15,0,18
D01,7.25,,5.5,8.25,,,,,,,bootstrap_khaosat,7480107,15,0,19
C01,9.0,,,9.0,,,,8.0,,,bootstrap_khaosat,7480107,15,0,20
D01,6.0,,5.75,5.75,,,,,,,bootstrap_khaosat,7480107,15,0,21
D07,,,8.25,6.0,,,,,6.75,,bootstrap_khaosat,7480107,15,0,22
D01,7.25,,5.5,8.25,,,,,,,bootstrap_khaosat,7480107,15,0,23
A01,,,7.2,8.3,,,,6.5,,,bootstrap_khaosat,7480107,15,0,24
X26,,,7.25,9.5,,9.25,,,,,bootstrap_khaosat,7480107,15,0,25
A00,,,,7.5,,,,5.75,7.75,,bootstrap_khaosat,7480107,15,0,26
A01,,,7.2,8.3,,,,6.5,,,bootstrap_khaosat,7480107,15,0,27
A01,,,7.2,8.3,,,,6.5,,,bootstrap_khaosat,7480107,15,0,28
A00,,,,6.75,,,,7.0,5.5,,bootstrap_khaosat,7480107,15,0,29
A01,,,6.75,5.5,,,,9.5,,,bootstrap_khaosat,7480107,15,0,30
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,31
X26,,,7.25,9.5,,9.25,,,,,bootstrap_khaosat,7480107,15,0,32
X26,,,6.75,6.5,,5.5,,,,,bootstrap_khaosat,7480107,15,0,33
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,34
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,35
A00,,,,7.0,,,,7.0,7.75,,bootstrap_khaosat,7480107,15,0,36
C01,9.0,,,9.0,,,,8.0,,,bootstrap_khaosat,7480107,15,0,37
A01,,,7.2,8.3,,,,6.5,,,bootstrap_khaosat,7480107,15,0,38
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,39
X26,,,6.75,6.5,,5.5,,,,,bootstrap_khaosat,7480107,15,0,40
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,41
D01,6.0,,5.75,5.75,,,,,,,bootstrap_khaosat,7480107,15,0,42
A00,,,,6.75,,,,7.0,5.5,,bootstrap_khaosat,7480107,15,0,43
C01,9.0,,,9.0,,,,8.0,,,bootstrap_khaosat,7480107,15,0,44
D07,,,8.25,6.0,,,,,6.75,,bootstrap_khaosat,7480107,15,0,45
D01,7.25,,5.5,8.25,,,,,,,bootstrap_khaosat,7480107,15,0,46
X26,,,7.25,9.5,,9.25,,,,,bootstrap_khaosat,7480107,15,0,47
C01,9.0,,,9.0,,,,8.0,,,bootstrap_khaosat,7480107,15,0,48
D01,7.25,,5.5,8.25,,,,,,,bootstrap_khaosat,7480107,15,0,49
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,50
A00,,,,6.75,,,,7.0,5.5,,bootstrap_khaosat,7480107,15,0,51
A00,,,,6.75,,,,7.0,5.5,,bootstrap_khaosat,7480107,15,0,52
D01,7.25,,5.5,8.25,,,,,,,bootstrap_khaosat,7480107,15,0,53
A00,,,,7.0,,,,7.0,7.75,,bootstrap_khaosat,7480107,15,0,54
A00,,,,6.75,,,,7.0,5.5,,bootstrap_khaosat,7480107,15,0,55
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,56
X26,,,6.0,5.5,,9.0,,,,,bootstrap_khaosat,7480107,15,0,57
A01,,,6.75,5.5,,,,9.5,,,bootstrap_khaosat,7480107,15,0,58
A01,,,6.75,5.5,,,,9.5,,,bootstrap_khaosat,7480107,15,0,59
X26,,,7.25,9.5,,9.25,,,,,bootstrap_khaosat,7480107,15,0,60
A01,,,7.2,8.3,,,,6.5,,,bootstrap_khaosat,7480107,15,0,61
A00,,,,7.5,,,,5.75,7.75,,bootstrap_khaosat,7480107,15,0,62
D01,8.25,,9.5,5.25,,,,,,,bootstrap_khaosat,7480107,15,0,63
A00,,,,6.75,,,,7.0,5.5,,bootstrap_khaosat,7480107,15,0,64
A00,,,,7.0,,,,7.0,7.75,,bootstrap_khaosat,7480107,15,0,65
D01,7.25,,5.5,8.25,,,,,,,bootstrap_khaosat,7480107,15,0,66
D07,,,8.4,7.75,,,,,7.6,,ttth,7480201,16,0,0
A01,,,7.6,7.6,,,,8.0,,,ttth,7480201,16,0,1
D01,8.4,,7.8,6.25,,,,,,,ttth,7480201,16,0,2
D01,6.0,,7.2,8.5,,,,,,,ttth,7480201,16,0,3
A00,,,,7.8,,,,7.25,8.0,,ttth,7480201,16,0,4
A01,,,8.4,8.0,,,,7.2,,,ttth,7480201,16,0,5
A01,,,8.6,7.5,,,,7.2,,,ttth,7480201,16,0,6
A00,,,,8.25,,,,7.5,8.4,,ttth,7480201,16,0,7
D07,,,7.0,7.25,,,,,6.6,,ttth,7480201,16,0,8
A01,,,7.4,6.25,,,,9.2,,,ttth,7480201,16,0,9
A00,,,,6.75,,,,7.0,8.4,,ttth,7480201,16,0,10
A00,,,,6.5,,,,8.75,7.2,,ttth,7480201,16,0,11
A00,,,,7.25,,,,7.75,8.0,,ttth,7480201,16,0,12
D01,7.5,,7.6,8.2,,,,,,,ttth,7480201,16,0,13
A01,,,7.4,7.8,,,,7.75,,,ttth,7480201,16,0,14
D01,5.2,,7.8,7.75,,,,,,,ttth,7480201,16,0,15
A00,,,,8.2,,,,7.25,8.25,,ttth,7480201,16,0,16
A01,,,8.2,7.8,,,,7.25,,,ttth,7480201,16,0,17
A00,,,,7.25,,,,7.5,8.4,,ttth,7480201,16,0,18
A00,,,,7.6,,,,7.25,8.5,,ttth,7480201,16,0,19
A00,,,,7.25,,,,7.25,8.0,,ttth,7480201,16,0,20
D01,8.4,,7.4,7.5,,,,,,,ttth,7480201,16,0,21
D01,8.0,,7.0,8.2,,,,,,,ttth,7480201,16,0,22
D07,,,7.8,7.75,,,,,6.8,,ttth,7480201,16,0,23
D01,9.4,,8.0,6.75,,,,,,,ttth,7480201,16,0,24
D01,7.75,,8.4,6.4,,,,,,,ttth,7480201,16,0,25
D01,7.5,,8.4,7.2,,,,,,,ttth,7480201,16,0,26
A00,,,,7.5,,,,6.75,7.4,,ttth,7480201,16,0,27
D01,6.8,,7.2,7.75,,,,,,,ttth,7480201,16,0,28
A00,,,,8.25,,,,7.5,7.4,,ttth,7480201,16,0,29
D07,,,8.2,8.0,,,,,8.0,,ttth,7480201,16,0,30
A00,,,,7.5,,,,8.25,7.8,,ttth,7480201,16,0,31
A01,,,8.4,7.8,,,,7.5,,,ttth,7480201,16,0,32
A00,,,,8.6,,,,7.75,8.25,,ttth,7480201,16,0,33
D07,,,8.2,8.75,,,,,7.2,,ttth,7480201,16,0,34
A01,,,7.6,8.25,,,,8.4,,,ttth,7480201,16,0,35
A01,,,7.2,6.5,,,,8.0,,,ttth,7480201,16,0,36
A00,,,,7.8,,,,6.75,7.25,,ttth,7480201,16,0,37
A00,,,,7.25,,,,6.5,7.8,,ttth,7480201,16,0,38
D07,,,7.8,8.0,,,,,7.2,,ttth,7480201,16,0,39
D01,7.75,,6.2,8.0,,,,,,,ttth,7480201,16,0,40
D07,,,7.2,7.0,,,,,7.0,,ttth,7480201,16,0,41
A00,,,,7.25,,,,8.25,8.0,,ttth,7480201,16,0,42
A00,,,,7.25,,,,8.75,8.2,,ttth,7480201,16,0,43
A00,,,,8.25,,,,8.25,7.6,,ttth,7480201,16,0,44
D01,7.4,,7.8,8.0,,,,,,,ttth,7480201,16,0,45
A00,,,,7.25,,,,5.75,8.0,,ttth,7480201,16,0,46
D07,,,9.2,7.0,,,,,7.5,,ttth,7480201,16,0,47
A01,,,8.2,6.5,,,,5.8,,,ttth,7480201,16,0,48
D01,7.25,,7.6,7.8,,,,,,,ttth,7480201,16,0,49
A01,,,7.8,7.6,,,,6.75,,,ttth,7480201,16,0,50
A00,,,,7.5,,,,8.0,7.6,,ttth,7480201,16,0,51
D01,6.2,,7.8,7.75,,,,,,,ttth,7480201,16,0,52
A01,,,9.2,6.25,,,,7.6,,,ttth,7480201,16,0,53
