thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu
8/11/2026 15:57,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",5,5,5,5,5,5,5,5,5,5,,,,7,,,,,7.5,6,4,Chưa xác định,
8/11/2026 15:57,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,"C00 (Văn, Sử, Địa)",4,5,5,4,3,5,5,5,5,5,8.75,7.25,,,,,7.75,,,,4,Chưa xác định,
8/11/2026 15:58,Thương mại điện tử,Nữ,"D01 (Toán, Văn, Anh)",4,3,4,3,4,4,4,4,4,4,8,,8,6,,,,,,,3,Kinh doanh,
8/11/2026 15:59,Quản trị dịch vụ du lịch và lữ hành,Nữ,"A00 (Toán, Lý, Hóa)",4,4,4,3,2,2,2,3,4,5,,,,7,,,,6,7,,1,Đi làm,
8/11/2026 16:10,Công nghệ kỹ thuật cơ điện tử,Nam,"D01 (Toán, Văn, Anh)",2,5,4,3,1,5,5,5,5,5,7.5,,6,6,,,,,,,1,Đi làm,
8/11/2026 16:10,Công nghệ kỹ thuật điện - điện tử,Nam,"A01 (Toán, Lý, Anh)",3,4,3,4,4,3,5,4,5,4,,,7,8,,,,7,,,3,Kinh doanh,
8/11/2026 16:26,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",2,4,3,3,4,4,4,4,3,3,,,,5.5,,,,,8.25,6.6,1,Đi làm,
8/11/2026 17:14,Quản trị khách sạn,Nữ,"A00 (Toán, Lý, Hóa)",4,1,3,2,3,1,1,5,3,2,,,,9,,,,8.75,6.5,,1,Đi làm,
8/11/2026 17:14,Công nghệ vật liệu,Nữ,"D07 (Toán, Hóa, Anh)",2,3,3,3,3,5,3,3,3,1,,,7.25,8.75,,,,,8.5,,1,Đi làm,
8/11/2026 17:14,Kinh doanh quốc tế,Nữ,"A01 (Toán, Lý, Anh)",5,3,5,3,3,1,1,1,4,2,,,6.75,5.5,,,,5.5,,,1,Đi làm,
8/11/2026 17:15,Kinh doanh thời trang và dệt may,Nam,"A00 (Toán, Lý, Hóa)",3,2,4,2,3,2,2,3,3,5,,,,5,,,,9,8.75,,1,Đi làm,
8/11/2026 17:16,An toàn thông tin,Nam,"A00 (Toán, Lý, Hóa)",1,5,4,4,4,1,2,2,3,1,,,,5.25,,,,8.25,6,,1,Đi làm,
8/11/2026 17:16,Quản trị dịch vụ du lịch và lữ hành,Nam,"A01 (Toán, Lý, Anh)",4,1,2,2,3,1,1,5,2,3,,,7.75,7.75,,,,8.5,,,1,Đi làm,
8/11/2026 17:16,Quản trị khách sạn,Nam,"A01 (Toán, Lý, Anh)",5,1,2,3,3,1,1,3,3,2,,,5,8.25,,,,6.5,,,1,Đi làm,
8/11/2026 17:17,Du lịch,Nữ,"A01 (Toán, Lý, Anh)",4,1,3,3,3,2,1,3,3,2,,,6.75,6,,,,6.5,,,1,Đi làm,
8/11/2026 17:17,Quản lý Công nghiệp,Nam,"D07 (Toán, Hóa, Anh)",4,3,4,5,3,1,1,1,2,3,,,9,9.25,,,,,6.25,,3,Kinh doanh,
8/11/2026 17:17,Quản trị dịch vụ du lịch và lữ hành,Nam,"A01 (Toán, Lý, Anh)",4,2,2,3,2,2,1,4,3,2,,,6.75,7.25,,,,7.5,,,1,Đi làm,
8/11/2026 17:18,Tài chính ngân hàng,Nam,"A00 (Toán, Lý, Hóa)",4,3,3,4,2,1,1,2,3,3,,,,9,,,,6.5,8.5,,1,Đi làm,
8/11/2026 17:18,Công nghệ kỹ thuật điều khiển và TĐH,Nam,"A00 (Toán, Lý, Hóa)",2,5,4,5,5,2,1,1,3,2,,,,6,,,,8.5,7.75,,3,Kinh doanh,
8/11/2026 17:19,Công nghệ kỹ thuật cơ điện tử,Nam,"D07 (Toán, Hóa, Anh)",4,1,5,5,5,1,2,1,1,1,,,5.75,7,,,,,6.75,,1,Đi làm,
8/11/2026 17:20,Quản trị kinh doanh,Nam,"D01 (Toán, Văn, Anh)",5,2,5,3,3,1,1,1,4,3,8,,6.25,9,,,,,,,1,Đi làm,
8/11/2026 17:20,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,"C00 (Văn, Sử, Địa)",4,2,2,3,2,1,1,4,3,2,5.5,7.25,,,,,8.25,,,,1,Đi làm,
8/11/2026 17:21,Công nghệ sinh học,Nam,"B00 (Toán, Hóa, Sinh)",2,3,2,3,5,5,3,3,3,2,,,,6,,,,,5.75,6.5,1,Đi làm,
8/11/2026 17:21,Quản trị kinh doanh thực phẩm,Nam,"A00 (Toán, Lý, Hóa)",2,2,3,4,3,4,3,5,2,2,,,,9.5,,,,6.75,7.25,,1,Đi làm,
8/11/2026 17:22,Công nghệ chế biến thủy sản,Nữ,"D07 (Toán, Hóa, Anh)",3,2,2,4,5,4,2,4,2,2,,,8.75,7.5,,,,,7.25,,3,Kinh doanh,
8/11/2026 17:23,Kinh doanh thời trang và dệt may,Nam,"D07 (Toán, Hóa, Anh)",2,3,4,2,3,1,2,3,2,4,,,8.75,5.25,,,,,6,,1,Đi làm,
8/11/2026 17:23,Quản lý tài nguyên và môi trường,Nam,"B00 (Toán, Hóa, Sinh)",3,2,2,4,5,3,5,2,3,2,,,,9,,,,,7,9,1,Đi làm,
8/11/2026 17:24,Du lịch,Nữ,"A00 (Toán, Lý, Hóa)",5,1,2,2,2,1,1,5,3,2,,,,5.25,,,,6.75,8.5,,1,Đi làm,
8/11/2026 17:25,Logistics và quản lý chuỗi cung ứng,Nam,"A01 (Toán, Lý, Anh)",4,2,5,5,2,2,1,1,3,3,,,8.5,9,,,,8.25,,,1,Đi làm,
8/11/2026 17:25,Công nghệ vật liệu,Nữ,"B00 (Toán, Hóa, Sinh)",3,3,3,5,3,5,3,3,2,1,,,,9,,,,,7.25,7.5,1,Đi làm,
8/11/2026 17:26,Kỹ thuật nhiệt,Nữ,"A00 (Toán, Lý, Hóa)",3,4,5,5,3,2,1,2,3,2,,,,6.5,,,,8,5.25,,1,Đi làm,
8/11/2026 17:26,Công nghệ kỹ thuật môi trường,Nam,"B00 (Toán, Hóa, Sinh)",2,2,2,5,5,3,4,3,2,1,,,,5,,,,,5.25,9.25,1,Đi làm,
8/11/2026 17:27,Quản trị kinh doanh,Nam,"A01 (Toán, Lý, Anh)",4,1,5,3,3,1,2,2,2,3,,,5.75,5,,,,7.25,,,1,Đi làm,
8/11/2026 17:28,Kinh doanh thời trang và dệt may,Nữ,"D01 (Toán, Văn, Anh)",3,3,4,2,2,1,1,2,3,5,5.5,,9,9.5,,,,,,,3,Kinh doanh,
8/11/2026 17:28,Công nghệ sinh học,Nam,"A00 (Toán, Lý, Hóa)",2,2,3,3,4,4,2,3,3,2,,,,5.75,,,,5.25,9.25,,1,Đi làm,
8/11/2026 17:29,Tài chính ngân hàng,Nam,"A01 (Toán, Lý, Anh)",4,1,3,5,2,2,2,2,2,2,,,7.25,6.5,,,,7.25,,,1,Đi làm,
8/11/2026 17:29,Thương mại điện tử,Nữ,"D01 (Toán, Văn, Anh)",5,2,3,4,3,2,1,1,4,3,7.5,,6,8.5,,,,,,,1,Đi làm,
8/11/2026 20:01,Công nghệ thông tin,Nam,"A01 (Toán, Lý, Anh)",5,5,5,5,5,5,5,5,5,5,,,6,10,,,,9,,,1,Đi làm,
8/12/2026 9:11,Kinh doanh quốc tế,Nữ,"A00 (Toán, Lý, Hóa)",3,4,2,4,5,1,3,1,5,1,,,,7,,,,8,7.5,,1,Đi làm,
8/12/2026 15:02,Quản trị nhà hàng và dịch vụ ăn uống,Nam,"C00 (Văn, Sử, Địa)",4,1,3,3,3,2,1,4,3,2,6,6.5,,,,,7.5,,,,1,Đi làm,
8/12/2026 15:07,Kinh doanh thời trang và dệt may,Nữ,"A01 (Toán, Lý, Anh)",2,2,5,2,3,2,1,2,2,5,,,7.25,7.25,,,,8,,,1,Đi làm,
8/12/2026 15:12,Marketing,Nam,"A01 (Toán, Lý, Anh)",5,3,5,4,3,2,1,2,3,2,,,6.25,8,,,,9.5,,,1,Đi làm,
8/12/2026 15:14,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",1,5,4,4,4,4,4,4,4,4,7.5,8,,,,,8,,,,1,Đi làm,
8/12/2026 15:14,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",2,5,3,1,5,1,5,3,4,3,7.25,8.8,,,,,9,,,,1,Đi làm,
8/12/2026 15:14,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",1,3,3,4,5,3,2,4,3,2,8.5,9.3,,,,,8,,,,1,Đi làm,
8/12/2026 15:15,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",3,4,3,4,3,3,3,3,3,3,7.5,8.5,,,,,8.25,,,,3,Kinh doanh,
8/12/2026 15:16,Luật kinh tế,Nữ,"C00 (Văn, Sử, Địa)",5,1,3,4,3,5,5,2,2,2,7.75,8,,,,,8,,,,4,Chưa xác định,
8/12/2026 15:16,Đảm bảo chất lượng và an toàn thực phẩm,Nam,"B08 (Toán Sinh, Anh)",3,2,2,4,5,5,3,4,2,1,,,9,8,,,,,,8,1,Đi làm,
8/12/2026 15:17,Luật kinh tế,Nữ,"C03 (Văn, Toán, Sử)",5,5,5,5,5,5,5,5,5,5,8.3,,,5.3,,,7,,,,1,Đi làm,
8/12/2026 15:19,Luật,Nữ,"D01 (Toán, Văn, Anh)",5,3,4,4,4,4,4,4,4,3,8,,7,5,,,,,,,1,Đi làm,
8/12/2026 15:20,"Công nghệ dệt, may",Nữ,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,8.5,,3.5,5,,,,,,,1,Đi làm,
8/12/2026 15:20,"Công nghệ dệt, may",Nữ,"C03 (Văn, Toán, Sử)",5,4,5,1,5,4,5,1,5,5,7.75,,,5,,,6.75,,,,2,Nghiên cứu,
8/12/2026 15:20,"Công nghệ dệt, may",Nữ,"C01 (Văn, Toán, Lý)",3,3,3,5,5,4,4,4,4,4,6.5,,,6,,,,8,,,1,Đi làm,
8/12/2026 15:20,"Công nghệ dệt, may",Nữ,"A01 (Toán, Lý, Anh)",3,3,1,3,3,3,2,3,3,3,,,4,5.75,,,,7.25,,,1,Đi làm,
8/12/2026 15:20,"Công nghệ dệt, may",Nữ,"A00 (Toán, Lý, Hóa)",5,1,5,5,5,5,5,5,3,4,,,,5.5,,,,5.5,5,,1,Đi làm,
8/12/2026 15:22,Kinh doanh quốc tế,Nữ,"A01 (Toán, Lý, Anh)",3,3,5,4,4,4,4,5,4,3,,,5,6,,,,7.5,,,3,Kinh doanh,
8/12/2026 15:22,Marketing,Nữ,"A00 (Toán, Lý, Hóa)",4,3,3,4,3,1,1,2,2,2,,,,8.75,,,,7.25,7.25,,1,Đi làm,
8/12/2026 15:22,Công nghệ kỹ thuật cơ điện tử,Nữ,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,10,,,,9,8,,1,Đi làm,
8/12/2026 15:23,Công nghệ kỹ thuật cơ điện tử,Nam,"A00 (Toán, Lý, Hóa)",5,1,5,5,5,5,5,5,5,5,,,,7,,,,8,9,,3,Kinh doanh,
8/12/2026 15:23,Công nghệ kỹ thuật hóa học,Nữ,"A00 (Toán, Lý, Hóa)",4,2,4,4,3,5,4,3,4,2,,,,6,,,,6.75,8.25,,2,Nghiên cứu,
8/12/2026 15:24,Công nghệ sinh học,Nữ,"B00 (Toán, Hóa, Sinh)",3,5,4,3,4,3,5,5,4,2,,,,8,,,,,8.3,8,2,Nghiên cứu,
8/12/2026 15:26,Công nghệ kỹ thuật cơ điện tử,Nam,"C01 (Văn, Toán, Lý)",5,3,5,5,4,4,5,5,5,5,8,,,7.5,,,,6,,,1,Đi làm,
8/12/2026 15:26,Marketing,Nam,"A00 (Toán, Lý, Hóa)",3,3,5,5,5,5,5,5,5,5,,,,6.75,,,,8.75,8.25,,1,Đi làm,
8/12/2026 15:26,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,"A00 (Toán, Lý, Hóa)",4,2,3,2,2,2,1,4,2,3,,,,8,,,,9.5,5.5,,4,Chưa xác định,
8/12/2026 15:28,Công nghệ thực phẩm,Nam,"C00 (Văn, Sử, Địa)",5,5,5,5,5,5,5,5,5,5,5.6,7,,,,,6.5,,,,1,Đi làm,
8/12/2026 15:33,Công nghệ thông tin,Nữ,"A00 (Toán, Lý, Hóa)",4,4,4,4,4,4,4,4,4,4,,,,6,,,,7,7,,1,Đi làm,
8/12/2026 15:34,Khoa học dữ liệu,Nữ,"D01 (Toán, Văn, Anh)",2,4,3,4,5,3,4,4,5,5,7.8,,7,8,,,,,,,1,Đi làm,
8/12/2026 15:35,Công nghệ chế tạo máy,Nam,"A00 (Toán, Lý, Hóa)",2,5,4,5,4,2,2,2,3,2,,,,5.75,,,,6,8,,1,Đi làm,
8/12/2026 15:36,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",1,4,4,3,4,4,4,3,4,5,,,7,5,,,,,9,,2,Nghiên cứu,
8/12/2026 15:37,Công nghệ kỹ thuật hóa học,Nữ,"A00 (Toán, Lý, Hóa)",3,4,3,3,3,3,4,4,3,4,,,,4.25,,,,8.8,8,,1,Đi làm,
8/12/2026 15:39,Quản trị kinh doanh,Nữ,"A01 (Toán, Lý, Anh)",4,3,3,3,3,4,5,5,3,5,,,7,9,,,,7,,,3,Kinh doanh,
8/12/2026 15:40,Công nghệ thực phẩm,Nữ,"D07 (Toán, Hóa, Anh)",3,3,3,4,5,4,2,4,3,2,,,6.25,7.25,,,,,5.5,,1,Đi làm,
8/12/2026 15:40,Quản trị kinh doanh,Nữ,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,8.5,,5,6,,,,,,,3,Kinh doanh,
8/12/2026 15:40,Quản trị kinh doanh,Nữ,"X01 (Toán, Văn, GDKT&PL)",3,4,2,4,3,1,1,2,4,3,7.75,,,6,8,,,,,,1,Đi làm,
8/12/2026 15:44,Quản trị kinh doanh,Nữ,"A01 (Toán, Lý, Anh)",3,4,5,1,3,2,3,3,4,4,,,8,8,,,,8,,,1,Đi làm,
8/12/2026 15:45,Công nghệ kỹ thuật môi trường,Nam,"C01 (Văn, Toán, Lý)",2,2,3,3,4,3,5,3,3,2,5,,,6,,,,7.25,,,1,Đi làm,
8/12/2026 15:49,Công nghệ thông tin,Nữ,"D01 (Toán, Văn, Anh)",3,3,3,3,4,3,3,3,3,3,7.8,,7.2,7.8,,,,,,,1,Đi làm,
8/12/2026 15:49,Công nghệ thông tin,Nữ,"D01 (Toán, Văn, Anh)",4,3,5,5,5,2,3,3,4,3,7.5,,8.4,7.5,,,,,,,1,Đi làm,
8/12/2026 15:51,Công nghệ thông tin,Nam,"A00 (Toán, Lý, Hóa)",4,4,5,5,4,5,5,5,5,5,,,,9,,,,8.75,7.5,,1,Đi làm,
8/12/2026 15:54,Quản trị khách sạn,Nữ,"A00 (Toán, Lý, Hóa)",4,2,3,2,2,1,2,3,2,2,,,,6,,,,7.25,8,,1,Đi làm,
8/12/2026 15:54,Công nghệ thực phẩm,Nữ,"D01 (Toán, Văn, Anh)",3,2,3,2,4,2,2,4,3,3,7,,7,6.5,,,,,,,1,Đi làm,
8/12/2026 15:55,Công nghệ thông tin,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,3,2,2,2,2,3,4,,,,6,,,,6,6,,4,Chưa xác định,
8/12/2026 15:56,Tài chính ngân hàng,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,7,,,,8,7,,1,Đi làm,
8/12/2026 16:00,Du lịch,Nam,"A00 (Toán, Lý, Hóa)",4,2,3,3,2,2,2,4,2,2,,,,6,,,,5.5,7.25,,1,Đi làm,
8/12/2026 16:02,Ngôn ngữ Anh,Nam,"D01 (Toán, Văn, Anh)",4,5,5,5,5,5,5,5,5,5,7.75,,7,8.2,,,,,,,3,Kinh doanh,
8/12/2026 16:03,Ngôn ngữ Anh,Nam,"D01 (Toán, Văn, Anh)",4,1,5,3,5,1,1,3,4,3,8.25,,7.6,7.8,,,,,,,3,Kinh doanh,
8/12/2026 16:04,Quản trị khách sạn,Nam,"D01 (Toán, Văn, Anh)",5,1,2,3,3,2,2,5,2,3,7.75,,5,8,,,,,,,1,Đi làm,
8/12/2026 16:06,Thương mại điện tử,Nam,"A01 (Toán, Lý, Anh)",5,5,5,4,4,4,5,5,5,5,,,7,9,,,,9,,,3,Kinh doanh,
8/12/2026 16:07,An toàn thông tin,Nam,"D07 (Toán, Hóa, Anh)",5,5,5,5,5,5,5,5,5,5,,,7,7,,,,,8.5,,2,Nghiên cứu,
8/12/2026 16:13,Đảm bảo chất lượng và an toàn thực phẩm,Nam,"B08 (Toán Sinh, Anh)",2,2,2,4,5,5,2,4,2,2,,,6.75,5.25,,,,,,6.5,4,Chưa xác định,
8/12/2026 16:14,Công nghệ thông tin,Nam,"A00 (Toán, Lý, Hóa)",5,2,3,3,4,4,5,5,5,5,,,,8,,,,8,8,,1,Đi làm,
8/12/2026 16:15,Marketing,Nữ,"A01 (Toán, Lý, Anh)",4,4,4,2,5,3,2,3,3,3,,,7,7,,,,8,,,1,Đi làm,
8/12/2026 16:17,Quản trị kinh doanh,Nữ,"A01 (Toán, Lý, Anh)",5,5,5,4,3,3,5,3,3,3,,,10,8,,,,9,,,3,Kinh doanh,
8/12/2026 16:17,Marketing,Nữ,"C00 (Văn, Sử, Địa)",5,3,4,3,4,4,3,3,3,2,8,7.25,,,,,7,,,,1,Đi làm,
8/12/2026 16:17,Thương mại điện tử,Nam,"A00 (Toán, Lý, Hóa)",5,3,5,5,3,2,1,2,2,2,,,,8.75,,,,7.5,5.25,,3,Kinh doanh,
8/12/2026 16:18,Công nghệ thông tin,Nữ,"A01 (Toán, Lý, Anh)",5,2,4,2,4,1,3,3,3,1,,,10,9.6,,,,6.75,,,2,Nghiên cứu,
8/12/2026 16:18,Công nghệ kỹ thuật điện - điện tử,Nam,"D01 (Toán, Văn, Anh)",3,3,5,4,5,5,5,4,4,4,6,,7,6,,,,,,,1,Đi làm,
8/12/2026 16:18,Công nghệ kỹ thuật cơ điện tử,Nam,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,10,,10,10,,,,,,,3,Kinh doanh,
8/12/2026 16:19,Công nghệ kỹ thuật cơ điện tử,Nam,"A01 (Toán, Lý, Anh)",3,3,3,4,3,3,4,5,5,3,,,7.8,8.2,,,,7.75,,,1,Đi làm,
8/12/2026 16:22,Quản trị nhà hàng và dịch vụ ăn uống,Nam,"D01 (Toán, Văn, Anh)",4,2,3,3,3,1,1,3,2,3,7,,5.25,8,,,,,,,1,Đi làm,
8/12/2026 16:22,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,"D01 (Toán, Văn, Anh)",4,4,5,3,2,2,4,3,3,4,8.25,,7,8,,,,,,,3,Kinh doanh,
8/12/2026 16:22,Khoa học chế biến món ăn,Nữ,"D01 (Toán, Văn, Anh)",3,3,4,3,3,2,2,4,3,4,7,,6.5,7,,,,,,,1,Đi làm,
8/12/2026 16:25,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,"A01 (Toán, Lý, Anh)",5,3,4,4,5,3,4,4,4,4,,,4.5,4.5,,,,6.5,,,1,Đi làm,
8/12/2026 16:27,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,"C00 (Văn, Sử, Địa)",3,5,2,1,5,3,3,5,5,4,8,8.5,,,,,7.8,,,,1,Đi làm,
8/12/2026 16:29,Du lịch,Nam,"A01 (Toán, Lý, Anh)",4,1,2,2,2,2,2,5,3,2,,,8.75,8.25,,,,6,,,1,Đi làm,
8/12/2026 16:30,Kinh doanh quốc tế,Nữ,"A01 (Toán, Lý, Anh)",3,2,5,4,5,5,5,4,4,4,,,6.25,7,,,,7.75,,,3,Kinh doanh,
8/12/2026 16:30,Kinh doanh quốc tế,Nữ,"A01 (Toán, Lý, Anh)",4,3,4,4,4,2,2,3,4,5,,,5.5,9,,,,8,,,3,Kinh doanh,
8/12/2026 16:31,Marketing,Nữ,"A00 (Toán, Lý, Hóa)",3,2,3,3,4,4,3,4,3,4,,,,7.5,,,,7,7.25,,1,Đi làm,
8/12/2026 16:36,Công nghệ chế tạo máy,Nữ,"D07 (Toán, Hóa, Anh)",2,4,4,4,3,1,2,1,3,1,,,7.5,5.5,,,,,9,,2,Nghiên cứu,
8/12/2026 16:44,Luật kinh tế,Nữ,"A00 (Toán, Lý, Hóa)",3,2,3,3,4,4,4,5,4,2,,,,7.6,,,,6.75,8.75,,1,Đi làm,
8/12/2026 16:45,Ngôn ngữ Anh,Nữ,"D09 (Toán, Sử, Anh)",4,2,4,3,5,2,2,2,2,2,,,8.5,5.75,,,6.75,,,,1,Đi làm,
8/12/2026 16:51,Trí tuệ nhân tạo,Nữ,"A01 (Toán, Lý, Anh)",3,2,4,4,3,1,1,2,1,2,,,6.75,5.5,,,,9.5,,,1,Đi làm,
8/12/2026 16:55,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",4,3,5,4,4,3,3,3,2,3,,,,8,,,,,7.8,9,1,Đi làm,
8/12/2026 16:57,Công nghệ vật liệu,Nữ,"B00 (Toán, Hóa, Sinh)",3,2,3,3,4,5,2,2,2,2,,,,9,,,,,7.25,7,1,Đi làm,
8/12/2026 17:02,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,"D07 (Toán, Hóa, Anh)",2,4,4,4,4,1,2,2,1,1,,,7.75,9.25,,,,,8.5,,1,Đi làm,
8/12/2026 17:08,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",3,2,3,3,3,4,3,5,2,1,,,,8.5,,,,,7.75,5.75,1,Đi làm,
8/12/2026 17:15,Thương mại điện tử,Nam,"D07 (Toán, Hóa, Anh)",5,2,4,4,3,2,1,2,4,2,,,6,7.75,,,,,8.25,,1,Đi làm,
8/12/2026 17:23,Công nghệ kỹ thuật hóa học,Nam,"A00 (Toán, Lý, Hóa)",2,3,3,3,5,5,3,2,2,2,,,,5,,,,9.5,5.25,,2,Nghiên cứu,
8/12/2026 17:28,Quản trị khách sạn,Nữ,"A01 (Toán, Lý, Anh)",5,2,2,2,3,1,2,5,3,2,,,8.5,6.25,,,,8,,,1,Đi làm,
8/12/2026 17:34,Công nghệ kỹ thuật cơ điện tử,Nam,"D07 (Toán, Hóa, Anh)",2,4,3,4,4,2,1,1,1,2,,,5.75,6.75,,,,,8.5,,1,Đi làm,
8/12/2026 17:46,Ngôn ngữ Anh,Nam,"D01 (Toán, Văn, Anh)",5,3,5,2,5,2,1,1,2,2,6,,8,6.5,,,,,,,1,Đi làm,
8/12/2026 17:51,Quản lý tài nguyên và môi trường,Nam,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,2,4,3,3,1,,,,7.75,,,,7,5.25,,1,Đi làm,
8/12/2026 20:11,Kế toán,Nam,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,3,3,3,3,,,,8,,,,8,8,,1,Đi làm,
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nam,"A00 (Toán, Lý, Hóa)",5,2,5,5,2,2,1,2,3,3,,,,9,,,,5.75,5.75,,3,Kinh doanh,
8/13/2026 9:21,Trí tuệ nhân tạo,Nữ,"D01 (Toán, Văn, Anh)",1,4,3,5,3,1,1,2,1,1,8.25,,9.5,5.25,,,,,,,1,Đi làm,
8/13/2026 9:32,Logistics và quản lý chuỗi cung ứng,Nam,"D01 (Toán, Văn, Anh)",4,2,3,3,3,1,2,2,3,3,9.5,,8.75,7.5,,,,,,,1,Đi làm,
8/13/2026 9:47,Ngôn ngữ Anh,Nữ,"D01 (Toán, Văn, Anh)",3,4,4,5,5,3,4,4,4,4,8.25,,7,7.5,,,,,,,1,Đi làm,
8/13/2026 9:49,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",5,4,4,4,4,5,5,5,5,5,8,7.25,,,,,8.75,,,,4,Chưa xác định,
8/13/2026 9:49,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",1,1,2,1,3,2,2,1,2,1,8.75,7.75,,,,,8.25,,,,1,Đi làm,
8/13/2026 9:49,Quản trị dịch vụ du lịch và lữ hành,Nữ,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,7.75,,5.25,4.25,,,,,,,1,Đi làm,
8/13/2026 9:55,Công nghệ kỹ thuật cơ điện tử,Nam,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,3,3,3,3,,,,8,,,,8,8,,1,Đi làm,
8/13/2026 9:56,Công nghệ kỹ thuật môi trường,Nữ,"A00 (Toán, Lý, Hóa)",3,2,2,3,3,3,4,3,2,2,,,,6,,,,7.25,7,,1,Đi làm,
8/13/2026 9:56,Khoa học dinh dưỡng và ẩm thực,Nam,"C02 (Văn, Toán, Hóa)",5,5,5,4,5,5,5,5,4,3,6,,,7.5,,,,,8.4,,1,Đi làm,
8/13/2026 9:58,Kỹ thuật nhiệt,Nam,"A01 (Toán, Lý, Anh)",1,5,1,3,5,3,3,3,3,3,,,3,6.75,,,,6.5,,,1,Đi làm,
8/13/2026 10:00,Công nghệ kỹ thuật cơ điện tử,Nam,"C01 (Văn, Toán, Lý)",3,3,3,3,3,3,3,3,3,3,7.75,,,7.75,,,,7.75,,,3,Kinh doanh,
8/13/2026 10:02,An toàn thông tin,Nam,"D01 (Toán, Văn, Anh)",1,4,5,5,3,1,2,1,1,1,7.5,,8.5,7.25,,,,,,,1,Đi làm,
8/13/2026 10:04,Công nghệ kỹ thuật điện - điện tử,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,7.5,,,,6.25,6.25,,3,Kinh doanh,
8/13/2026 10:05,Ngôn ngữ Trung Quốc,Nữ,"D01 (Toán, Văn, Anh)",5,2,3,3,5,2,4,5,5,3,8.4,,8,8.5,,,,,,,1,Đi làm,
8/13/2026 10:07,Kinh doanh quốc tế,Nữ,"D01 (Toán, Văn, Anh)",4,5,4,4,5,4,5,4,4,5,6.5,,6.75,6.5,,,,,,,4,Chưa xác định,
8/13/2026 10:07,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,"A01 (Toán, Lý, Anh)",5,2,3,2,2,1,2,3,3,3,,,7,7.5,,,,7.25,,,1,Đi làm,
8/13/2026 10:07,Công nghệ thông tin,Nam,"X26 (Toán, Tin, Anh)",5,5,5,5,5,5,5,5,5,5,,,8,8,,9,,,,,4,Chưa xác định,
8/13/2026 10:12,Kế toán,Nữ,"C01 (Văn, Toán, Lý)",3,3,3,4,5,5,5,5,3,5,6.75,,,5.6,,,,4.75,,,3,Kinh doanh,
8/13/2026 10:12,"Công nghệ dệt, may",Nữ,"D01 (Toán, Văn, Anh)",3,4,4,2,4,3,2,2,4,4,8,,5.75,5.25,,,,,,,1,Đi làm,
8/13/2026 10:13,Công nghệ vật liệu,Nam,"B00 (Toán, Hóa, Sinh)",3,2,2,4,4,4,3,3,2,1,,,,7.75,,,,,5,5.75,4,Chưa xác định,
8/13/2026 10:14,Marketing,Nữ,"D01 (Toán, Văn, Anh)",5,4,5,3,5,5,3,4,5,5,8.25,,6.75,7,,,,,,,1,Đi làm,
