thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu,ma_nganh,ma_khoi_nganh,ten_khoi_nganh
8/14/2026 11:17,Quản lý tài nguyên và môi trường,Nữ,C00,4,2,4,3,5,2,4,5,3,2,6.0,6.0,,,,,4.0,,,,3,Kinh doanh,,7850101,4,"Thực phẩm, Sinh học & Môi trường"
8/15/2026 20:05,Ngôn ngữ Anh,Nam,D14,5,2,4,3,4,1,2,1,2,4,5.75,,7.5,,,,8.0,,,,1,Đi làm,,7220201,6,Ngoại ngữ
7/21/2026 18:54,Khoa học chế biến món ăn,Nam,C00,3,3,2,4,5,5,3,5,2,1,7.25,6.5,,,,,5.5,,,,1,Đi làm,,7819010,2,"Du lịch, Khách sạn & Ẩm thực"
7/22/2026 18:19,Khoa học chế biến món ăn,Nữ,A00,3,3,2,5,3,5,2,4,3,1,,,,6.75,,,,5.5,8.0,,1,Đi làm,,7819010,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 16:39,Kỹ thuật nhiệt,Nam,D01,3,2,3,3,3,3,3,3,3,3,6.0,,6.0,7.0,,,,,,,1,Đi làm,,7520115,3,Kỹ thuật & Công nghệ
7/25/2026 20:10,Khoa học dinh dưỡng và ẩm thực,Nam,D07,2,2,2,5,3,5,3,5,2,2,,,9.25,9.5,,,,,5.0,,1,Đi làm,,7819009,2,"Du lịch, Khách sạn & Ẩm thực"
8/12/2026 15:02,Quản trị nhà hàng và dịch vụ ăn uống,Nam,C00,4,1,3,3,3,2,1,4,3,2,6.0,6.5,,,,,7.5,,,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 10:03,Kinh doanh quốc tế,Nữ,C01,3,3,3,4,4,3,3,3,3,4,6.75,,,8.0,,,,6.5,,,3,Kinh doanh,,7340120,1,Kinh doanh & Quản lý
8/11/2026 15:58,Thương mại điện tử,Nữ,D01,4,3,4,3,4,4,4,4,4,4,8.0,,8.0,6.0,,,,,,,3,Kinh doanh,,7340122,1,Kinh doanh & Quản lý
8/13/2026 13:57,Công nghệ kỹ thuật điện - điện tử,Nam,D07,1,5,4,5,5,2,2,1,2,1,,,7.5,8.25,,,,,8.5,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
8/13/2026 16:47,Luật,Nam,A01,3,3,3,2,2,2,2,2,2,2,,,8.0,8.0,,,,8.0,,,2,Nghiên cứu,,7380101,5,Luật
8/14/2026 20:12,Công nghệ kỹ thuật hóa học,Nam,A01,3,2,3,3,3,4,2,3,3,1,,,5.0,7.25,,,,7.0,,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
7/21/2026 18:53,Công nghệ kỹ thuật hóa học,Nữ,A00,3,2,2,3,4,4,2,2,3,2,,,,7.25,,,,5.5,9.0,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
8/15/2026 20:19,Luật,Nam,D01,4,3,2,5,5,1,1,2,4,1,7.25,,8.75,8.25,,,,,,,1,Đi làm,,7380101,5,Luật
8/11/2026 17:21,Quản trị kinh doanh thực phẩm,Nam,A00,2,2,3,4,3,4,3,5,2,2,,,,9.5,,,,6.75,7.25,,1,Đi làm,,7340129,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 20:48,Công nghệ chế biến thủy sản,Nam,B00,3,2,3,3,4,5,2,5,2,2,,,,9.25,,,,,5.75,8.0,1,Đi làm,,7540105,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:58,Quản lý tài nguyên và môi trường,Nam,B00,2,2,3,5,4,3,4,2,3,2,,,,8.5,,,,,6.25,6.5,1,Đi làm,,7850101,4,"Thực phẩm, Sinh học & Môi trường"
8/12/2026 15:35,Công nghệ chế tạo máy,Nam,A00,2,5,4,5,4,2,2,2,3,2,,,,5.75,,,,6.0,8.0,,1,Đi làm,,7510202,3,Kỹ thuật & Công nghệ
8/14/2026 10:34,Luật kinh tế,Nữ,C00,2,5,4,3,4,2,3,3,3,4,6.0,6.25,,,,,8.0,,,,1,Đi làm,,7380107,5,Luật
7/25/2026 20:11,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,D07,1,4,3,5,3,2,2,2,1,1,,,6.5,9.5,,,,,8.0,,3,Kinh doanh,,7510303,3,Kỹ thuật & Công nghệ
8/13/2026 13:06,Công nghệ tài chính,Nữ,A00,5,1,3,4,2,2,2,1,2,2,,,,5.5,,,,5.5,6.5,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/12/2026 17:28,Quản trị khách sạn,Nữ,A01,5,2,2,2,3,1,2,5,3,2,,,8.5,6.25,,,,8.0,,,1,Đi làm,,7810201,2,"Du lịch, Khách sạn & Ẩm thực"
7/19/2026 18:09,Ngôn ngữ Trung Quốc,Nữ,D14,4,3,5,2,5,1,2,2,3,4,6.5,,7.25,,,,9.25,,,,3,Kinh doanh,,7220204,6,Ngoại ngữ
7/19/2026 18:07,Trí tuệ nhân tạo,Nam,D01,2,5,4,5,4,2,1,1,2,2,7.25,,5.5,8.25,,,,,,,2,Nghiên cứu,,7480107,0,CNTT & Máy tính
8/11/2026 17:23,Kinh doanh thời trang và dệt may,Nam,D07,2,3,4,2,3,1,2,3,2,4,,,8.75,5.25,,,,,6.0,,1,Đi làm,,7340123,1,Kinh doanh & Quản lý
8/14/2026 20:17,Quản trị khách sạn,Nữ,A01,5,1,2,2,3,2,2,5,3,3,,,9.5,8.5,,,,5.75,,,4,Chưa xác định,,7810201,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 13:48,Trí tuệ nhân tạo,Nam,A00,1,5,4,5,5,1,2,2,2,2,,,,7.5,,,,5.75,7.75,,1,Đi làm,,7480107,0,CNTT & Máy tính
8/14/2026 9:43,Công nghệ chế biến thủy sản,Nam,A00,2,3,3,5,5,4,3,4,3,1,,,,9.5,,,,6.5,6.25,,1,Đi làm,,7540105,4,"Thực phẩm, Sinh học & Môi trường"
7/21/2026 18:56,Trí tuệ nhân tạo,Nữ,X26,2,4,4,5,5,1,2,1,3,1,,,6.75,6.5,,5.5,,,,,1,Đi làm,,7480107,0,CNTT & Máy tính
8/14/2026 10:09,Khoa học dinh dưỡng và ẩm thực,Nữ,D07,3,3,3,4,5,4,2,4,2,1,,,9.0,7.0,,,,,9.5,,3,Kinh doanh,,7819009,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 13:19,Kế toán,Nữ,A01,4,2,4,4,4,1,1,4,5,2,,,7.75,8.2,,,,8.0,,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/15/2026 20:15,Công nghệ tài chính,Nữ,D01,5,1,4,4,2,1,1,1,2,2,9.5,,6.5,9.5,,,,,,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
7/20/2026 14:42,Luật kinh tế,Nữ,C00,3,2,1,1,2,1,4,4,2,3,8.0,8.5,,,,,9.0,,,,1,Đi làm,,7380107,5,Luật
8/14/2026 11:32,An toàn thông tin,Nữ,A00,2,3,3,3,3,2,3,4,3,3,,,,5.0,,,,5.0,5.0,,4,Chưa xác định,,7480202,0,CNTT & Máy tính
7/21/2026 15:28,An toàn thông tin,Nam,A01,5,5,4,4,3,4,5,5,5,4,,,8.0,7.5,,,,7.0,,,3,Kinh doanh,,7480202,0,CNTT & Máy tính
8/14/2026 11:32,Công nghệ thực phẩm,Nữ,A00,3,1,4,3,3,3,5,4,2,3,,,,8.5,,,,7.0,8.0,,4,Chưa xác định,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:24,Thương mại điện tử,Nữ,C01,2,5,2,4,4,4,3,4,4,4,8.25,,,5.5,,,,4.5,,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
8/11/2026 13:18,Ngôn ngữ Trung Quốc,Nữ,A01,2,5,3,3,3,2,3,2,3,3,,,6.8,8.2,,,,8.5,,,1,Đi làm,,7220204,6,Ngoại ngữ
8/14/2026 10:19,Công nghệ thực phẩm,Nữ,B08,3,2,3,3,4,4,2,4,2,1,,,5.25,6.5,,,,,,8.75,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/10/2026 11:54,Kỹ thuật nhiệt,Nam,A00,3,4,5,3,4,5,3,3,1,4,,,,6.0,,,,5.0,6.0,,3,Kinh doanh,,7520115,3,Kỹ thuật & Công nghệ
8/11/2026 17:20,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,C00,4,2,2,3,2,1,1,4,3,2,5.5,7.25,,,,,8.25,,,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
7/19/2026 18:08,Công nghệ chế biến thủy sản,Nam,A00,2,3,2,4,3,3,3,5,3,2,,,,9.5,,,,5.5,7.25,,1,Đi làm,,7540105,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 13:49,Kế toán,Nữ,A00,3,4,4,4,3,3,4,4,3,5,,,,7.0,,,,8.3,8.0,,4,Chưa xác định,,7340301,1,Kinh doanh & Quản lý
7/20/2026 14:22,Kế toán,Nam,D07,5,2,5,4,2,2,1,1,4,2,,,8.25,8.25,,,,,5.25,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/13/2026 16:04,Công nghệ sinh học,Nam,B00,3,4,4,4,4,3,4,3,2,4,,,,7.0,,,,,8.0,6.5,4,Chưa xác định,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 12:39,Ngôn ngữ Anh,Nam,D01,3,4,3,3,4,3,3,4,4,3,7.5,,9.0,7.8,,,,,,,1,Đi làm,,7220201,6,Ngoại ngữ
7/21/2026 18:55,Quản trị dịch vụ du lịch và lữ hành,Nữ,C00,4,2,3,2,2,2,2,5,2,3,8.75,5.75,,,,,5.75,,,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
7/20/2026 15:01,Công nghệ thông tin,Nữ,D01,4,3,3,4,5,4,4,4,4,4,7.0,,8.0,8.0,,,,,,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/13/2026 10:28,Quản trị kinh doanh,Nam,D01,4,2,4,3,2,1,1,3,5,4,7.5,,3.5,7.25,,,,,,,3,Kinh doanh,,7340101,1,Kinh doanh & Quản lý
8/13/2026 16:23,Công nghệ kỹ thuật điện - điện tử,Nam,A00,3,3,5,4,3,3,3,5,5,4,,,,8.5,,,,8.5,8.5,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
8/12/2026 16:27,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,C00,3,5,2,1,5,3,3,5,5,4,8.0,8.5,,,,,7.8,,,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 21:53,Du lịch,Nam,A01,4,2,3,2,3,2,2,4,3,2,,,7.75,8.0,,,,5.25,,,1,Đi làm,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 17:14,Kinh doanh quốc tế,Nữ,A01,5,3,5,3,3,1,1,1,4,2,,,6.75,5.5,,,,5.5,,,1,Đi làm,,7340120,1,Kinh doanh & Quản lý
7/19/2026 18:08,Công nghệ chế tạo máy,Nữ,A01,3,5,3,5,4,2,2,2,2,1,,,7.0,8.0,,,,9.5,,,1,Đi làm,,7510202,3,Kỹ thuật & Công nghệ
8/14/2026 10:37,Ngôn ngữ Trung Quốc,Nữ,D01,5,3,5,5,3,2,2,4,4,4,6.25,,4.25,8.0,,,,,,,1,Đi làm,,7220204,6,Ngoại ngữ
8/12/2026 15:26,Công nghệ kỹ thuật cơ điện tử,Nam,C01,5,3,5,5,4,4,5,5,5,5,8.0,,,7.5,,,,6.0,,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/14/2026 10:52,Kế toán,Nữ,C03,3,2,2,2,3,3,3,3,3,3,7.75,,,6.5,,,7.0,,,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/11/2026 16:10,Công nghệ kỹ thuật điện - điện tử,Nam,A01,3,4,3,4,4,3,5,4,5,4,,,7.0,8.0,,,,7.0,,,3,Kinh doanh,,7510301,3,Kỹ thuật & Công nghệ
8/13/2026 14:16,Công nghệ kỹ thuật cơ điện tử,Nữ,C01,3,3,4,4,3,2,1,2,2,1,8.5,,,9.25,,,,6.25,,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/12/2026 16:04,Quản trị khách sạn,Nam,D01,5,1,2,3,3,2,2,5,2,3,7.75,,5.0,8.0,,,,,,,1,Đi làm,,7810201,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 14:06,Công nghệ thực phẩm,Nữ,D07,3,2,3,3,4,3,5,5,5,5,,,6.5,7.0,,,,,8.0,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
7/20/2026 14:07,Công nghệ kỹ thuật điện - điện tử,Nam,A00,3,3,3,3,3,3,3,4,3,3,,,,7.75,,,,8.0,6.5,,2,Nghiên cứu,,7510301,3,Kỹ thuật & Công nghệ
8/15/2026 20:01,Trí tuệ nhân tạo,Nam,X26,2,5,3,5,5,1,1,2,3,1,,,7.25,9.5,,9.25,,,,,1,Đi làm,,7480107,0,CNTT & Máy tính
8/13/2026 15:56,Luật kinh tế,Nữ,C00,3,4,3,3,3,3,3,3,3,3,8.8,7.8,,,,,8.0,,,,1,Đi làm,,7380107,5,Luật
8/13/2026 15:47,Quản trị dịch vụ du lịch và lữ hành,Nữ,C00,3,5,4,5,4,3,5,5,5,4,8.25,9.0,,,,,8.0,,,,4,Chưa xác định,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 10:42,Công nghệ kỹ thuật hóa học,Nữ,A00,3,3,3,4,4,4,3,3,3,2,,,,7.5,,,,7.0,5.75,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
8/14/2026 20:54,Đảm bảo chất lượng và an toàn thực phẩm,Nam,A00,3,3,2,3,3,3,3,5,2,2,,,,8.0,,,,6.75,8.75,,3,Kinh doanh,,7540106,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 12:36,Công nghệ thực phẩm,Nữ,A00,3,3,4,3,4,3,2,3,3,4,,,,8.8,,,,7.0,8.0,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/15/2026 19:31,Đảm bảo chất lượng và an toàn thực phẩm,Nam,D07,2,3,3,3,5,4,3,5,2,2,,,6.75,5.75,,,,,5.0,,1,Đi làm,,7540106,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:45,Quản trị kinh doanh,Nữ,C00,2,3,3,3,3,2,4,5,4,3,7.5,5.5,,,,,7.0,,,,1,Đi làm,,7340101,1,Kinh doanh & Quản lý
8/11/2026 15:45,Quản trị kinh doanh,Nữ,A00,4,1,4,2,3,2,1,4,2,4,,,,8.0,,,,8.0,8.0,,3,Kinh doanh,,7340101,1,Kinh doanh & Quản lý
8/11/2026 17:29,Thương mại điện tử,Nữ,D01,5,2,3,4,3,2,1,1,4,3,7.5,,6.0,8.5,,,,,,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
8/10/2026 11:54,Tài chính ngân hàng,Nữ,A00,3,2,4,5,3,3,3,5,4,4,,,,6.35,,,,7.25,7.75,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/11/2026 15:32,Ngôn ngữ Trung Quốc,Nữ,A01,5,5,5,5,1,2,2,5,3,4,,,8.0,8.0,,,,8.0,,,4,Chưa xác định,,7220204,6,Ngoại ngữ
8/11/2026 17:17,Quản lý Công nghiệp,Nam,D07,4,3,4,5,3,1,1,1,2,3,,,9.0,9.25,,,,,6.25,,3,Kinh doanh,,7510601,1,Kinh doanh & Quản lý
7/18/2026 19:38,Kế toán,Nữ,A01,3,4,4,5,5,3,3,4,4,4,,,7.5,8.0,,,,8.2,,,3,Kinh doanh,,7340301,1,Kinh doanh & Quản lý
8/13/2026 16:44,Công nghệ chế tạo máy,Nam,D01,1,1,2,4,1,5,5,5,5,5,7.0,,2.0,8.0,,,,,,,4,Chưa xác định,,7510202,3,Kỹ thuật & Công nghệ
8/13/2026 10:12,Kế toán,Nữ,C01,3,3,3,4,5,5,5,5,3,5,6.75,,,5.6,,,,4.75,,,3,Kinh doanh,,7340301,1,Kinh doanh & Quản lý
7/20/2026 15:01,Công nghệ thông tin,Nam,D01,3,2,3,4,4,3,4,3,4,3,7.0,,8.0,6.0,,,,,,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/12/2026 17:02,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,D07,2,4,4,4,4,1,2,2,1,1,,,7.75,9.25,,,,,8.5,,1,Đi làm,,7510303,3,Kỹ thuật & Công nghệ
8/10/2026 11:53,Tài chính ngân hàng,Nữ,A01,3,4,3,3,3,2,2,1,3,4,,,6.25,6.5,,,,8.3,,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/15/2026 19:24,Khoa học dinh dưỡng và ẩm thực,Nữ,D07,3,2,2,4,3,3,3,4,3,1,,,7.25,7.25,,,,,5.5,,1,Đi làm,,7819009,2,"Du lịch, Khách sạn & Ẩm thực"
7/23/2026 15:58,Marketing,Nữ,A00,5,1,4,3,5,3,5,5,3,3,,,,8.3,,,,8.5,8.0,,4,Chưa xác định,,7340115,1,Kinh doanh & Quản lý
8/12/2026 16:25,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,A01,5,3,4,4,5,3,4,4,4,4,,,4.5,4.5,,,,6.5,,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 15:27,Công nghệ kỹ thuật hóa học,Nam,A00,5,2,4,4,4,4,4,4,4,4,,,,7.8,,,,6.5,8.8,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
7/20/2026 14:51,Công nghệ thông tin,Nam,A00,5,1,5,5,5,5,5,3,5,5,,,,7.4,,,,7.0,7.0,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/13/2026 14:41,Công nghệ kỹ thuật điều khiển và TĐH,Nam,A01,3,5,4,4,3,1,2,2,1,2,,,8.75,6.5,,,,9.5,,,1,Đi làm,,7510303,3,Kỹ thuật & Công nghệ
8/10/2026 9:14,Công nghệ thông tin,Nam,D01,3,3,4,3,4,2,4,4,4,3,7.75,,7.4,7.0,,,,,,,1,Đi làm,,7480201,0,CNTT & Máy tính
7/22/2026 18:18,Luật,Nữ,X01,4,3,2,5,5,1,1,1,5,1,9.0,,,5.25,8.75,,,,,,1,Đi làm,,7380101,5,Luật
7/20/2026 17:14,Logistics và quản lý chuỗi cung ứng,Nữ,D01,3,5,4,2,3,2,4,5,3,2,8.0,,8.0,9.0,,,,,,,1,Đi làm,,7510605,1,Kinh doanh & Quản lý
8/11/2026 13:50,Công nghệ thực phẩm,Nữ,A00,4,4,5,5,3,5,4,5,5,4,,,,5.5,,,,7.0,6.25,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
7/25/2026 20:12,Khoa học dữ liệu,Nữ,D07,4,2,4,4,3,1,1,1,3,2,,,5.0,7.75,,,,,7.0,,1,Đi làm,,7460108,0,CNTT & Máy tính
8/13/2026 15:56,Luật kinh tế,Nữ,A01,4,4,5,5,5,4,5,5,5,5,,,6.0,7.0,,,,8.0,,,3,Kinh doanh,,7380107,5,Luật
7/18/2026 20:05,Thương mại điện tử,Nam,A00,4,3,5,4,4,1,1,1,1,1,,,,8.0,,,,8.0,8.0,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
8/11/2026 13:19,Ngôn ngữ Trung Quốc,Nữ,D15,5,5,5,5,4,1,3,5,3,3,8.75,9.75,5.5,,,,,,,,1,Đi làm,,7220204,6,Ngoại ngữ
8/13/2026 11:14,Kỹ thuật nhiệt,Nam,A01,5,5,5,5,5,5,4,4,5,5,,,5.0,7.0,,,,7.0,,,1,Đi làm,,7520115,3,Kỹ thuật & Công nghệ
8/12/2026 16:18,Công nghệ thông tin,Nữ,A01,5,2,4,2,4,1,3,3,3,1,,,10.0,9.6,,,,6.75,,,2,Nghiên cứu,,7480201,0,CNTT & Máy tính
8/11/2026 11:10,Công nghệ thông tin,Nam,A01,4,4,4,4,3,4,5,5,4,5,,,7.8,8.0,,,,8.0,,,1,Đi làm,,7480201,0,CNTT & Máy tính
7/18/2026 16:31,Tài chính ngân hàng,Nữ,A00,4,4,4,3,4,3,4,4,4,4,,,,8.0,,,,8.0,8.0,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/13/2026 11:32,Công nghệ kỹ thuật điện - điện tử,Nam,A00,4,2,4,4,4,5,2,4,5,2,,,,7.25,,,,6.0,5.85,,3,Kinh doanh,,7510301,3,Kỹ thuật & Công nghệ
8/11/2026 13:05,Quản trị kinh doanh thực phẩm,Nữ,D01,3,5,5,3,4,4,5,5,4,5,6.0,,8.0,7.0,,,,,,,1,Đi làm,,7340129,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 12:03,Công nghệ kỹ thuật cơ điện tử,Nữ,A00,1,5,3,5,3,1,2,1,3,2,,,,7.25,,,,9.0,6.5,,4,Chưa xác định,,7510203,3,Kỹ thuật & Công nghệ
7/25/2026 20:09,Công nghệ tài chính,Nữ,D07,5,2,5,5,3,2,2,1,2,2,,,5.25,6.25,,,,,6.25,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/14/2026 9:48,Tài chính ngân hàng,Nữ,D01,3,4,4,4,4,2,3,3,3,4,9.0,,6.75,6.5,,,,,,,3,Kinh doanh,,7340201,1,Kinh doanh & Quản lý
8/11/2026 13:03,Ngôn ngữ Trung Quốc,Nữ,D01,5,3,5,5,4,4,4,5,5,5,7.5,,3.25,5.25,,,,,,,1,Đi làm,,7220204,6,Ngoại ngữ
8/14/2026 9:54,Quản lý tài nguyên và môi trường,Nam,C03,1,1,3,3,3,3,5,2,1,5,6.5,,,4.5,,,7.1,,,,4,Chưa xác định,,7850101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:09,Du lịch,Nữ,C00,3,4,5,2,4,5,1,3,3,4,8.0,9.0,,,,,9.0,,,,2,Nghiên cứu,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 13:10,Ngôn ngữ Trung Quốc,Nữ,D09,5,3,5,2,4,1,2,2,2,4,,,7.0,8.0,,,6.25,,,,1,Đi làm,,7220204,6,Ngoại ngữ
8/14/2026 9:44,Công nghệ kỹ thuật hóa học,Nam,A00,4,1,4,3,3,2,4,2,3,3,,,,6.0,,,,5.0,6.0,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
8/11/2026 13:32,Kỹ thuật nhiệt,Nam,A00,5,5,5,5,5,4,5,4,3,5,,,,5.0,,,,7.0,8.0,,4,Chưa xác định,,7520115,3,Kỹ thuật & Công nghệ
8/13/2026 9:56,Khoa học dinh dưỡng và ẩm thực,Nam,C02,5,5,5,4,5,5,5,5,4,3,6.0,,,7.5,,,,,8.4,,1,Đi làm,,7819009,2,"Du lịch, Khách sạn & Ẩm thực"
7/18/2026 14:17,Thương mại điện tử,Nữ,A01,4,2,4,4,4,2,4,4,4,4,,,6.5,7.0,,,,8.5,,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
8/11/2026 13:40,Công nghệ thông tin,Nam,A00,3,2,4,4,3,4,4,4,3,5,,,,9.0,,,,9.5,8.0,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/11/2026 15:41,Công nghệ sinh học,Nữ,B00,3,2,4,3,3,4,3,4,4,2,,,,7.0,,,,,7.0,8.0,1,Đi làm,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/13/2026 10:24,Khoa học dữ liệu,Nữ,A01,4,3,2,3,4,4,4,1,4,3,,,7.5,7.5,,,,7.3,,,4,Chưa xác định,,7460108,0,CNTT & Máy tính
8/11/2026 15:59,Quản trị dịch vụ du lịch và lữ hành,Nữ,A00,4,4,4,3,2,2,2,3,4,5,,,,7.0,,,,6.0,7.0,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 10:54,Công nghệ kỹ thuật môi trường,Nữ,D07,3,2,3,3,4,2,4,2,3,2,,,9.25,9.0,,,,,6.75,,1,Đi làm,,7510406,4,"Thực phẩm, Sinh học & Môi trường"
8/15/2026 19:37,Quản lý Công nghiệp,Nam,A00,4,2,3,3,2,2,1,1,3,2,,,,5.5,,,,8.0,8.0,,3,Kinh doanh,,7510601,1,Kinh doanh & Quản lý
8/14/2026 10:18,Công nghệ kỹ thuật điện - điện tử,Nam,A01,3,4,4,4,4,4,3,2,4,3,,,7.2,8.4,,,,8.7,,,4,Chưa xác định,,7510301,3,Kỹ thuật & Công nghệ
8/13/2026 15:01,Công nghệ vật liệu,Nữ,D07,3,2,2,3,3,5,2,3,3,1,,,9.0,7.75,,,,,6.25,,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
8/14/2026 10:18,"Công nghệ dệt, may",Nữ,D01,3,4,4,4,5,4,4,5,2,3,6.25,,5.5,8.0,,,,,,,1,Đi làm,,7540204,3,Kỹ thuật & Công nghệ
8/14/2026 10:28,Quản trị kinh doanh,Nam,D01,3,1,3,3,5,4,5,3,5,2,6.75,,2.75,5.25,,,,,,,3,Kinh doanh,,7340101,1,Kinh doanh & Quản lý
8/14/2026 10:53,Công nghệ thông tin,Nam,D07,3,5,3,3,5,5,5,5,4,5,,,7.0,5.0,,,,,6.5,,4,Chưa xác định,,7480201,0,CNTT & Máy tính
8/13/2026 15:59,Công nghệ vật liệu,Nam,A00,4,4,3,5,4,5,5,3,5,5,,,,7.6,,,,8.0,6.5,,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
8/11/2026 13:45,Kế toán,Nữ,A00,3,3,4,2,2,3,3,5,2,5,,,,6.0,,,,8.0,6.0,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
7/23/2026 16:01,Logistics và quản lý chuỗi cung ứng,Nữ,D07,3,2,4,3,3,4,3,3,4,3,,,7.75,8.0,,,,,8.25,,1,Đi làm,,7510605,1,Kinh doanh & Quản lý
8/10/2026 11:51,Kỹ thuật nhiệt,Nam,A00,2,5,4,5,4,4,4,5,5,5,,,,6.0,,,,6.0,6.0,,1,Đi làm,,7520115,3,Kỹ thuật & Công nghệ
7/20/2026 17:18,Quản trị kinh doanh,Nam,A01,5,3,5,3,3,4,4,5,3,5,,,7.4,7.6,,,,7.0,,,2,Nghiên cứu,,7340101,1,Kinh doanh & Quản lý
8/10/2026 12:04,Kỹ thuật nhiệt,Nam,A00,1,1,3,4,5,3,3,3,2,3,,,,7.0,,,,5.0,8.0,,1,Đi làm,,7520115,3,Kỹ thuật & Công nghệ
8/13/2026 9:49,Quản trị dịch vụ du lịch và lữ hành,Nữ,C00,5,4,4,4,4,5,5,5,5,5,8.0,7.25,,,,,8.75,,,,4,Chưa xác định,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 12:59,Quản trị dịch vụ du lịch và lữ hành,Nam,A00,5,1,4,4,3,3,3,3,3,3,,,,8.0,,,,9.0,9.0,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
8/12/2026 9:11,Kinh doanh quốc tế,Nữ,A00,3,4,2,4,5,1,3,1,5,1,,,,7.0,,,,8.0,7.5,,1,Đi làm,,7340120,1,Kinh doanh & Quản lý
